SEZCENS;ZONASTAT;NCIRCO;SUPERF
905;20;8;6941.26
906;20;8;7736.14
907;20;8;32138.47
908;20;8;6237.15
909;20;8;9174.35
910;20;8;8429.53
911;20;8;7672.77
912;20;8;9452.63
913;20;8;9966.58
914;20;8;4269.61
915;20;8;5292.05
916;20;8;8619.46
917;20;8;6864.84
918;20;8;78446.76
919;20;8;8024.75
920;20;8;10379.46
921;20;8;13291.82
923;20;8;8626.13
924;20;8;9084.13
925;20;8;6452.7
926;20;8;6951.97
928;20;8;6682.81
929;20;8;8579.38
930;20;8;9243.19
931;20;8;7438.64
932;20;8;4875.94
933;20;8;7139.68
934;20;8;3465.93
935;20;8;6158.4
936;20;8;7925.88
937;20;8;15003.88
938;20;8;7969.72
939;20;8;7043.81
940;20;8;4434.31
941;20;8;6290.78
942;20;8;10759.72
944;20;8;8536.67
945;20;8;10271.2
946;20;8;8295.12
947;20;8;5027.6
949;21;7;49611.17
951;21;7;4259.75
952;21;7;18983.08
953;21;7;9998.59
954;21;7;15613.16
955;21;7;27972.12
956;21;7;6420.31
957;21;7;23411.59
959;21;7;11408.66
960;21;7;130323.21
961;21;7;13343.91
962;21;7;4817.98
963;21;7;6993.56
964;22;7;29521.48
965;22;7;12763.99
966;22;7;7413.12
967;22;7;11097.31
968;22;7;6843.75
969;22;7;8413.29
970;22;7;8254.71
971;22;7;8586.11
972;22;7;39154.55
973;22;7;29327.29
974;22;7;12818.88
975;22;7;23627.5
976;22;7;16712.92
977;22;7;12144.66
978;22;7;9948.11
979;22;7;9934.77
980;22;7;13408.4
981;22;7;8445.48
982;22;7;6210.79
983;22;7;10721.52
984;22;7;17864.01
985;22;7;20371.4
986;22;7;15405.32
987;22;7;13920.84
988;22;7;9209.73
989;22;7;5536.15
990;22;7;8034.23
991;22;7;11944.73
992;22;7;5509.62
993;22;7;11602.64
994;22;7;7574.22
995;22;7;6720.8
996;22;7;39149.15
997;22;7;21163.8
998;22;7;20342.97
999;22;7;19978.78
1000;23;7;21994.19
1001;23;7;14938.45
1003;23;7;84975.35
1004;23;7;23629.19
1005;23;7;20995.46
1006;23;7;14246.02
1007;23;7;20223.54
1008;23;7;9146.56
1009;23;7;18688.04
1010;23;7;12274.16
1011;23;7;23455.35
1012;23;7;27772.35
1013;23;7;20731.14
1014;23;7;22123.42
1015;23;7;4763.26
1016;23;7;9504.63
1017;23;7;6043.06
1018;23;7;9417.64
1019;23;7;5041.52
1020;23;7;10230.12
1021;23;7;6651.35
1022;23;7;10360.81
1024;23;7;8058.33
1025;23;7;9367.93
1026;23;7;10116.23
1027;23;7;4527.14
1028;23;7;9149.64
1029;23;7;5957.52
1030;23;7;9304.8
1031;23;7;9333.89
1032;23;7;10810.94
1033;23;7;18136.27
1034;23;7;5223.11
1035;23;7;10613.85
1036;23;7;6873.73
1037;23;7;8892.33
1038;23;7;9934.87
1039;23;7;9589.52
1040;23;7;19603.9
1041;23;7;6573.69
1042;23;7;13029.24
1043;23;7;5271.74
1044;23;7;5518.7
1046;24;7;11505.17
1047;24;7;18498.76
1048;24;7;6851
1049;24;7;14603.92
1050;24;7;31905.21
1051;24;7;8863.47
1052;24;7;7280.72
1053;24;7;11293.41
1054;24;7;7786.8
1055;24;7;7637.28
1056;24;7;7766.32
1057;24;7;9977.76
1058;24;7;35333.77
1059;24;7;21446.7
1060;24;7;6368.22
1061;24;7;4299.2
1062;24;7;11672.16
1063;24;7;10366.14
1064;24;7;36948.92
1065;24;7;7353.24
1067;24;7;22214.84
1068;24;7;17627.86
1069;24;7;15556.94
1070;24;7;5640.62
1071;24;7;5043.3
1072;24;7;8173.46
1073;24;7;18154.26
1074;24;7;5614.52
1075;24;7;6828.79
1076;24;7;11721.06
1077;24;7;6787.25
1078;24;7;34251.98
1079;24;7;21581.8
1080;24;7;39743.83
1081;24;7;14341.12
1082;24;7;23316.29
1083;24;7;14045.92
1084;24;7;9375.07
1085;24;7;15821.51
1086;24;7;11242.98
1087;24;7;7546.46
1088;24;7;13806.89
1089;24;7;30636.29
1090;24;7;13282.95
1091;24;7;8125.35
1092;24;7;7380.22
1093;24;7;5891
1094;24;7;6781.39
1095;24;7;5085.88
1096;24;7;8150.47
1097;24;7;19561.99
1098;24;7;8806.12
1099;24;7;17601.06
1100;24;7;26817.14
1101;24;7;32977.81
1102;24;7;9728.36
1103;24;7;18894.01
1104;24;7;14260.86
1105;24;7;5307.08
1107;25;4;32911.83
1108;25;4;169412.6
1109;25;4;119646.72
1111;25;4;5865.19
1113;25;4;8788.25
1114;25;4;11278.57
1115;25;4;2466.37
1116;25;4;9426.64
1117;25;4;43948.42
1118;25;4;10628.16
1119;25;4;14852.67
1120;25;4;5615.97
1121;25;4;6130.87
1122;25;4;12633.12
1123;25;4;6670.54
1124;25;4;3876.8
1125;25;4;11575.96
1126;25;4;13700.05
1127;25;4;11288.66
1128;25;4;7593.64
1129;25;4;13095.31
1130;25;4;7239.43
1131;25;4;6793.38
1132;25;4;17151.51
1133;25;4;9952.88
1134;25;4;15261.94
1135;25;4;8622.6
1136;25;4;5263.01
1137;25;4;7040.89
1138;25;4;7559.9
1139;25;4;9914.04
1140;25;4;12024.87
1141;25;4;10956.59
1142;25;4;6909.53
1143;25;4;10632.11
1144;25;4;12072.02
1145;25;4;11142.46
1146;25;4;9655.1
1147;26;1;8548.8
1148;26;1;6615.76
1149;26;1;8447.38
1150;26;1;17931.08
1151;26;1;9078.05
1152;26;1;10093.28
1153;26;1;15538.63
1154;26;1;5633.27
1155;26;1;15030.18
1156;26;1;15051.96
1157;26;1;14977.12
1158;26;1;12156.07
1159;26;1;17303.07
1160;26;1;11026.11
1161;26;1;8388.13
1162;26;1;10645.46
1163;26;1;18080.26
1164;26;1;5472.18
1165;26;1;11116.65
1166;26;1;12612.32
1167;26;1;12113.9
1168;26;1;9273.37
1169;26;1;11958.63
1170;26;1;16891.98
1171;26;1;8266.23
1172;26;1;12501.61
1173;26;1;14389.55
1174;26;1;11417.64
1175;26;1;10008.41
1176;26;1;12917.97
1177;26;1;14327.56
1178;26;1;13271.15
1179;26;1;13784.32
1180;26;1;16192.21
1181;26;1;9424.45
1182;26;1;9136.96
1183;26;1;11441.82
1184;26;1;8939.81
1185;26;1;14175.13
1186;26;1;10630.56
1187;26;1;11955.19
1188;26;1;9793
1189;26;1;10379.33
1190;26;1;6802.68
1191;26;1;26481.63
1192;26;1;6394.13
1193;26;1;14241.29
1194;26;1;9838.28
1195;26;1;26363.48
1196;26;1;17072.32
1197;26;1;23126.48
1198;27;1;18252.35
1199;27;1;9108.13
1200;27;1;8510.07
1201;27;1;10606.75
1202;27;1;8884.98
1203;27;1;6013.37
1204;27;1;4616.92
1205;27;1;12163.61
1206;27;1;13365.34
1207;27;1;13037.39
1208;27;1;3912.38
1209;27;1;4412.41
1210;27;1;9579.92
1211;27;1;13679.81
1212;27;1;13081.47
1213;27;1;9259.18
1214;27;1;8233.23
1215;27;1;6777.76
1216;27;1;16037.36
1217;27;1;13923.27
1218;27;1;9408.87
1219;27;1;11633.16
1220;27;1;9515
1221;27;1;11231.75
1222;27;1;29150.08
1223;27;1;11619.3
1225;27;1;14765.92
1226;27;1;22407.7
1227;27;1;31553.14
1228;28;1;11633.2
1229;28;8;83563.73
1230;28;1;9546.57
1231;28;1;58498.46
1233;28;1;20991.98
1234;28;1;41145.99
1236;28;1;10114.88
1237;28;1;9861.94
1238;28;1;10033.95
1239;28;1;16128.2
1240;28;1;11719.62
1241;28;1;13084.88
1242;28;1;15061.64
1243;28;1;22951.09
1244;28;1;36163.65
1245;29;4;21876.13
1246;29;4;31712.11
1247;29;4;11816.6
1248;29;4;77990.21
1249;29;4;30107.59
1250;29;4;7794.93
1251;29;4;8828.91
1252;29;4;7220.43
1253;29;4;4823.59
1254;29;4;7845.31
1255;29;4;6737.65
1256;29;4;9222.86
1257;29;4;4558.92
1258;29;4;3504.11
1259;29;4;1599.9
1260;29;4;18185.07
1261;29;4;28283.78
1262;29;4;13532.46
1263;29;4;6515.3
1264;29;4;1901.57
1265;29;4;1507.4
1266;29;4;2772.26
1267;29;4;3673.63
1268;29;4;6058.23
1269;29;4;5463.87
1270;29;4;3159.61
1271;29;4;7794.04
1272;29;4;16533.88
1273;29;4;21865.62
1274;29;4;9699.01
1275;29;4;4959.62
1276;29;4;3763.77
1277;29;4;4189.9
1278;29;4;10080.27
1279;29;4;18767.09
1280;29;4;12199.76
1281;29;4;15960.36
1282;29;4;9845.42
1283;29;4;17983.64
1284;29;4;3365.61
1285;29;4;4123.16
1286;29;4;4588.15
1287;29;4;11054.58
1288;29;4;5446.39
1289;29;4;5150.33
1290;29;4;5906.67
1291;29;4;11307.84
1292;29;4;6745.78
1293;29;4;6323.96
1294;29;4;9462.43
1295;29;4;16987.71
1297;29;4;18224.17
1298;29;4;35544.85
1299;29;4;16630.1
1300;29;4;43132.49
1301;29;4;15094.77
1302;29;4;11640.21
1303;29;4;13600.71
1304;29;4;17026.74
1305;29;4;9075.13
1306;29;4;17357.05
1307;29;4;11054.54
1308;29;4;10709.56
1309;29;4;8858.36
1310;30;4;301295.19
1311;30;5;36128
1312;30;4;38330.96
1313;30;4;42711.4
1314;30;4;10368.75
1315;30;4;5553.06
1316;30;4;6168.75
1317;30;4;8392.48
1318;30;4;6118.12
1319;30;4;5666.28
1320;30;4;7825.34
1321;30;4;9707.36
1322;30;4;5556.77
1323;30;4;11374.04
1324;30;4;7777.07
470;12;7;34932.48
471;12;7;7009.71
472;12;7;6644.65
473;12;7;10557.58
474;12;7;11525.7
475;12;7;23872.11
476;12;7;11516.12
477;12;7;9137.82
478;12;7;5156.8
479;12;7;5650.94
480;12;7;5162.81
481;12;7;9653.62
482;12;7;7694.37
483;12;7;8020.68
484;12;7;7557.02
485;12;7;8214.24
486;12;7;38566.9
487;12;7;7416.99
488;12;7;73603.12
489;12;7;8409.69
490;12;7;2123.34
491;12;7;2622.87
492;12;7;4943.13
493;12;7;5189.58
494;12;7;6266.44
496;12;7;25764.85
498;12;7;7931.68
499;12;7;8301.1
500;12;7;2804.28
501;12;7;12863.26
502;12;7;4760.79
503;12;7;6650.5
504;12;7;6433.76
505;12;7;11540.25
506;12;7;16008.77
507;12;7;11570.27
508;12;7;9349.25
509;12;7;8340.1
510;12;7;13776.62
511;12;7;11087.01
512;12;7;6322.67
514;12;7;12675.73
515;12;7;13429.88
516;12;7;9935.92
517;12;7;22834.71
518;12;7;11109.9
519;12;7;12226.53
521;13;8;9619.76
523;13;8;6772.07
524;13;8;7199.38
525;13;8;7651.48
526;13;8;10835.93
527;13;8;7536.12
528;13;8;12678.81
529;13;8;12673.58
530;13;8;8912.61
531;13;8;35583.21
532;13;8;16753.6
533;13;8;11664.55
534;13;8;5512.39
535;13;8;7262.18
536;13;8;6793.69
537;13;8;3336.2
538;13;8;32319.62
539;13;8;8403.04
540;13;8;6986.76
541;13;8;7533.15
542;13;8;7076.55
543;13;8;8959.34
544;13;8;8268.47
545;13;8;8888.07
546;13;8;6267.86
547;13;8;11946.45
548;13;8;15011.36
549;13;8;4855.3
550;13;8;4532
551;13;8;5144.55
552;13;8;5064
553;13;8;5362.56
554;13;8;5991.95
555;13;8;7015.27
556;13;8;5125.6
557;13;8;11790.98
559;13;8;9243.55
560;13;8;16205.4
561;13;8;6175.22
563;13;8;13822.17
564;13;8;16162.46
565;13;8;13217.79
566;13;8;14594.22
567;13;8;9027.37
568;13;8;12564.86
569;13;8;21552.72
570;13;8;29886.92
571;14;7;48950.78
572;14;7;10465.32
573;14;7;7455.59
574;14;7;38159.74
575;14;7;11624.23
576;14;7;14442.72
577;14;7;40350.96
578;14;7;6317.26
579;14;7;6839.5
580;14;7;5506.46
581;14;7;7515.19
582;14;7;9164.16
583;14;7;9373.63
584;14;7;12844.55
585;14;7;25816.56
586;14;7;5312.74
587;14;7;5047.59
588;14;7;6504.78
589;14;7;5851.47
590;14;7;7988.4
591;14;7;5918.99
592;14;7;7561.06
593;14;7;12047.31
595;15;8;53231.84
596;15;8;21616.4
597;15;8;4957.2
598;15;8;11035.67
599;15;8;12668.72
600;15;8;6804.98
601;15;8;3753.84
602;15;8;7725.01
603;15;8;6385.4
604;15;8;18084.4
605;15;8;5794.07
606;15;8;8015.45
607;15;8;6674.33
608;15;8;8400.46
609;15;8;20706.83
610;15;8;3774.66
611;15;8;66356.2
612;15;8;8507.89
613;15;8;7803.55
614;15;8;9927.87
615;15;8;5790.48
616;16;4;14186.61
617;16;4;11384.86
618;16;4;5568.88
619;16;4;5072.94
620;16;4;5816.63
621;16;4;6961.38
622;16;4;8233.56
623;16;4;9675.01
624;16;4;15660.54
625;16;4;5153.32
626;16;4;7641.31
627;16;4;8958.85
628;16;4;7244.12
629;16;4;8904.03
630;16;4;3999.77
631;16;4;3763.01
632;16;4;3438.21
633;16;4;5021.19
634;16;4;5889.37
635;16;4;8712.88
636;16;4;5377.48
637;16;4;7250.74
638;16;4;8120.05
639;16;4;5920.99
640;16;4;6175.94
641;16;4;3459.89
642;16;4;5650.49
643;16;4;8987.56
644;16;4;8846.7
645;16;4;14550.81
646;16;4;5555.09
647;16;4;5908.82
648;16;4;10008.27
649;16;4;7559.03
650;16;4;6814.49
651;16;4;5158.19
652;16;4;4611.61
653;16;4;5574.52
654;16;4;7949.7
655;16;4;6462.57
656;16;4;5951.4
657;16;4;6356
658;16;4;9211.23
659;16;4;5662.4
660;16;4;7635.8
661;16;4;11402.81
662;16;4;9016.34
663;16;4;14709.17
664;16;4;12572.71
665;16;4;17690.7
666;16;4;15103.28
667;16;4;12497.67
668;16;4;31952.14
669;16;4;7733.88
670;16;4;3874.95
671;16;4;6404.84
672;16;4;10474.67
673;16;4;5497.01
674;16;4;9539.7
675;16;4;9899.77
676;16;4;9311.75
677;16;4;7183.77
678;16;4;7792.61
679;16;4;9847.5
680;16;4;4441.54
681;16;4;8877.61
682;16;4;4666.77
683;16;4;8108.28
684;16;4;8429.13
685;16;4;7834.24
686;16;4;6221.41
687;16;4;6620.16
688;16;4;5481.28
689;16;4;11653.16
690;16;4;5130.68
691;16;4;3734.1
692;16;4;4594.37
693;16;4;11558.78
694;16;4;7846.22
695;16;4;12189.52
696;16;4;9050.6
697;16;4;6781.42
698;16;4;4268.47
699;16;4;6408.77
700;16;4;5855.79
701;16;4;9687.17
702;16;4;4140.12
703;16;4;7721.27
704;16;4;4875.96
705;16;4;7278.32
706;16;4;6791.21
707;16;4;6306.61
708;16;4;7021.41
709;16;4;5194.3
710;16;4;11971.73
711;16;4;7502.63
712;16;4;11025.79
713;16;4;10354.38
714;16;4;9498.99
715;16;4;10701.64
716;16;4;8140.69
717;16;4;8802.4
718;16;4;9709.25
719;16;4;12193.97
720;17;3;9701.19
721;17;3;12267.95
722;17;3;11984.65
723;17;3;10655.98
724;17;3;7551.93
725;17;3;9216.13
726;17;3;4316.08
727;17;3;9543.66
728;17;3;6222.87
729;17;3;5959.79
730;17;3;6539.2
731;17;3;5741.77
732;17;3;5519.49
733;17;3;7470.46
734;17;3;8818.01
735;17;3;8527.35
736;17;3;5332.81
737;17;3;6087.18
738;17;3;5362.83
739;17;3;5151.25
740;17;3;7604.61
741;17;3;6048.15
742;17;3;6121
743;17;3;5348.83
744;17;3;5139.93
745;17;3;7565.06
746;17;3;20240.99
747;17;3;13446.57
748;17;3;24693.29
749;17;3;13667.9
750;17;3;15300.39
751;17;3;7452.8
752;17;3;13989.86
753;17;3;12929.35
754;17;3;12786.7
755;17;3;14236.55
756;17;3;15909.89
757;17;3;11101.37
758;17;3;13247.65
759;17;3;12067.39
760;17;3;12165.2
765;17bis;3;69185.5
768;17bis;3;22369.66
769;17bis;3;22111.45
770;17bis;3;18521.58
771;17bis;3;9779.51
772;17bis;3;12606.39
773;17bis;3;183878.12
774;18;1;9468.35
775;18;1;10025.51
776;18;1;14230.64
777;18;1;12217.89
778;18;1;13801.98
779;18;1;13208.75
780;18;1;8241.88
781;18;1;6447.71
782;18;1;8211.07
783;18;1;16355.04
784;18;1;13990.61
786;18;1;12771.69
787;18;1;7363.99
788;18;1;8965.73
789;18;1;9004
790;18;1;11520.56
791;18;1;11819.64
792;18;1;9442.75
793;18;1;12044.81
794;18;1;17280.73
795;18;1;15120.99
796;18;1;15347.84
797;18;1;116510.93
798;18;1;17501.57
799;18;1;9746.15
800;18;1;12363.49
801;18;1;8109.96
802;18;1;13261.1
803;18;1;13379.59
804;18;1;7416.13
805;18;1;13903.83
806;18;1;13479
807;18;1;13580.06
808;18;1;10208.73
809;18;1;10847.86
810;18;1;11554.88
811;18;1;15306.33
812;18;1;15746.77
813;18;1;9163.28
814;18;1;18057.83
816;18;1;9351.08
817;18;1;15806.23
818;18;1;15377.08
819;18;1;15816.7
820;18;1;8648.21
821;18;1;9916
822;18;1;8235
823;18;1;8287.18
824;19;8;16468.85
825;19;8;9439.6
827;19;8;7059.28
828;19;8;7305.34
829;19;8;8755.84
830;19;8;11135.35
831;19;8;5633.06
832;19;8;5733.66
833;19;8;9402.95
834;19;8;6276.46
835;19;8;6412.82
836;19;8;7321.66
837;19;8;10394.66
838;19;8;20541.46
839;19;8;7380.39
840;19;8;6499.76
841;19;8;4494.05
842;19;8;5656.24
843;19;8;7209.57
844;19;8;9590.58
845;19;8;6922.61
846;19;8;11665.48
847;19;8;10181.92
848;19;8;7054.84
849;19;8;7100.11
850;19;8;11298.92
851;19;8;15161.92
852;19;8;8219.65
854;19;8;9700.4
855;19;8;8832.87
856;19;8;4857.95
857;19;8;11156.26
858;19;8;9166.27
859;19;8;9978.79
860;19;8;11907.99
861;19;8;13468.35
862;19;8;7415.31
863;19;8;5355.45
864;19;8;7697.22
865;19;8;6361.47
866;19;8;8137.29
867;19;8;4707.94
869;19;8;13211.93
870;19;8;11498.46
871;19;8;6531.07
872;19;8;9903.34
873;19;8;5754.78
874;19;8;11288.11
875;19;8;18825.5
876;19;8;9792.8
877;19;8;8479.81
878;19;8;3785.38
879;19;8;5342.69
880;19;8;5022.48
881;19;8;8508.96
882;20;8;9850.52
883;20;8;8775.21
884;20;8;11471.94
885;20;8;5371.78
886;20;8;9171.96
887;20;8;12227.85
888;20;8;8250.22
889;20;8;16531.48
890;20;8;11879.86
891;20;8;9645.35
892;20;8;10017.8
893;20;8;5636.45
894;20;8;9760.1
895;20;8;27184.7
896;20;8;8766.2
897;20;8;51704.22
898;20;8;9359.58
899;20;8;7815.72
900;20;8;8573.69
901;20;8;4301.33
902;20;8;5818
903;20;8;12620.83
904;20;8;12957.36
468;12;7;56131.95
184;05;1;7978.33
185;05;1;2699.46
186;05;1;2952.09
187;05;1;3265.37
188;05;1;3280.75
189;05;1;11394.06
190;05;1;11902.74
191;05;1;12755.39
192;05;1;10128.08
193;05;1;7991.05
194;05;1;8449.78
195;05;1;7132.11
196;05;1;5614.01
197;05;1;6380.7
198;05;1;5331.63
201;05;1;7024.84
202;05;1;4927.47
203;05;1;5583.15
204;05;1;4646.38
205;05;1;5855.51
206;05;1;11074.72
207;05;1;8720.14
208;05;1;6161.74
209;05;1;7007.78
210;05;1;7570.43
211;06;1;24214.1
212;06;1;13045.98
213;06;1;17372.22
215;06;1;10443
217;06;1;11983.31
218;06;1;6885.21
219;06;1;19189.18
220;06;1;32487.2
221;06;1;7734.26
222;06;1;12952.59
223;06;1;9851.89
224;06;1;5960.52
225;06;1;8050.49
226;06;1;6083.27
227;06;1;9538.43
228;06;1;7580.27
231;06;1;9090.45
232;06;1;12529.31
233;06;1;5904.53
234;06;1;8033.32
235;06;1;5964.47
236;06;1;17271.02
237;06;1;19440.82
238;06;1;12440.77
239;06;1;15785.08
240;06;1;7260.42
241;07;1;8346.9
242;07;1;20174.07
243;07;1;7529.1
244;07;1;7224.05
245;07;1;14276.75
246;07;1;14914.39
248;07;1;8495.11
249;07;1;10801.75
250;07;1;8312.22
251;07;1;10893.16
252;07;1;11870.41
253;07;1;15044.68
254;07;1;24825.25
255;07;1;19891.59
256;07;1;24705.31
257;07;1;27418.41
258;07;1;25173.44
259;07;1;26806.44
262;08;1;8449.66
263;08;1;7421.5
264;08;1;35239.13
266;08;1;9504.49
267;08;1;7685.26
268;08;1;7627.59
269;08;1;11003.59
271;08;1;7928.24
272;08;1;3737.59
273;08;1;4529.08
274;08;1;5631.66
276;08;1;5153.67
277;08;1;9071.16
278;08;1;9527.46
279;08;1;3499.41
280;08;1;4378.02
282;08;1;3731.13
283;08;1;3658.21
284;08;1;4429.84
285;08;1;6976.9
287;08;1;6497.56
288;08;1;5094.01
290;08;1;5016.99
291;08;1;6108.11
292;08;1;49183.98
293;08;1;4277.27
295;08;1;6000.73
296;08;1;6762.02
297;08;1;9677.51
298;08;1;7731.05
299;08;1;7324.91
300;08;1;7403.31
301;08;1;7580.25
302;08;1;9146.43
303;08;1;7718.67
304;08;1;6685.13
305;08;1;7593.54
306;08;1;15203.71
307;08;1;11356.52
308;08;1;9699.15
309;08;1;11066.14
310;08;1;10685.15
311;08;1;10739.65
312;08;1;23642.49
313;08;1;17867.08
314;08;1;15360.68
315;08;1;17401.03
316;08;1;16942.29
317;08;1;17098.16
318;09;8;5582.95
319;09;8;6881.99
320;09;8;9319.63
321;09;8;10047.27
322;09;8;9446.12
323;09;8;11706.68
324;09;8;14107.72
325;09;8;4758.64
326;09;8;5593.24
327;09;8;7829.78
328;09;8;8403.3
329;09;8;7673.63
330;09;8;9530.47
331;09;8;11664.39
332;09;8;6930.92
333;09;8;6569.11
334;09;8;10021.28
335;09;8;10776.58
336;09;8;9976.84
337;09;8;12308.95
338;09;8;15116.92
339;09;8;15806.1
340;09;8;15271.07
341;09;8;4101.13
342;09;8;7098.28
343;09;8;6922.8
344;09;8;8483.02
345;09;8;10560.05
346;09;8;4052.06
347;09;8;6069.96
348;09;8;6866.16
349;09;8;8379.27
350;09;8;10602.13
351;09;8;17671.48
352;09;8;17915.99
353;09;8;10353.73
354;09;8;5602.97
355;09;8;7543.37
356;09;8;9174.29
357;09;8;11687.13
358;09;8;5353.48
359;09;8;9154.29
360;09;8;10545.04
361;09;8;12529.38
362;09bis;8;231476.29
363;09bis;8;110818.43
364;09bis;8;123400.03
365;10;1;9414.14
366;10;1;5900.68
367;10;1;5890.21
368;10;1;6390.77
369;10;1;4579.88
370;10;1;7668.72
371;10;1;4862.89
372;10;1;4808.48
373;10;1;5237.15
375;10;1;59262.6
376;10;1;10382.26
377;10;1;6492.27
378;10;1;6394.15
379;10;1;7044.77
380;10;1;5033.23
381;10;1;11037.69
382;10;1;6957.44
383;10;1;6851.1
384;10;1;7716.18
385;10;1;5512.42
386;10;1;9596.01
387;10;1;5976.53
388;10;1;5817.42
389;10;1;6618.58
390;10;1;4682.83
391;10;1;9792.21
392;10;1;6087.91
393;10;1;5887.6
394;10;1;11620.07
396;10;1;11617.43
397;10;1;7258.07
398;10;1;7025.54
399;10;1;14165.7
400;10;1;11652.97
401;10;1;7218.81
402;10;1;6992.97
403;10;1;14189.2
404;10;1;7801.81
405;10;1;6299.12
406;10;1;7198.24
407;10;1;15704.57
408;11;7;8168.16
410;11;7;8447.42
411;11;7;10424.7
412;11;7;17367.77
413;11;7;15479.88
414;11;7;19228.68
415;11;7;26789.22
416;11;7;16916.21
417;11;7;9458.58
418;11;7;13500.82
419;11;7;13009.69
420;11;7;10334.82
421;11;7;7545.91
422;11;7;9275.83
423;11;7;5538.17
424;11;7;4627.14
425;11;7;5775.33
426;11;7;10937.05
427;11;7;8304.99
428;11;7;12504.15
429;11;7;12129.89
430;11;7;22819.36
431;11;7;11282.31
432;11;7;12350.47
433;11;7;9045.18
434;11;7;11112.07
435;11;7;9493.72
436;11;7;9791.02
437;11;7;13260.02
438;11;7;10050.56
439;11;7;10037.75
440;11;7;4512.18
441;11;7;5948.77
442;11;7;7608.75
443;11;7;10948.24
444;11;7;10762.49
445;11;7;12472.24
446;11;7;18949.52
447;11;7;16120.16
448;11;7;7098.1
450;12;7;19665.57
451;12;7;9315.67
452;12;7;18891.41
453;12;7;7289.47
454;12;7;9833.54
455;12;7;7020.38
456;12;7;8919.08
457;12;7;9391.44
459;12;7;4815.25
460;12;7;10016.55
461;12;7;8256.43
462;12;7;8486.8
464;12;7;9104.09
465;12;7;8617.19
466;12;7;11873.6
467;12;7;4509.69
1;01;1;13908.09
2;01;1;16681.16
4;01;1;6896.08
6;01;1;6614.62
7;01;1;3928.77
8;01;1;8572.55
9;01;1;11326.16
11;01;1;3495.79
12;01;1;5978.3
13;01;1;4970.66
15;01;1;7088.68
16;01;1;6565.54
17;01;1;6699.42
18;01;1;4957.96
19;01;1;9267.19
21;01;1;8852.15
23;01;1;6453.71
24;01;1;7517.51
25;01;1;2370.2
26;01;1;7583.51
27;01;1;7105.75
28;01;1;11253.29
29;01;1;8257.12
30;01;1;8487.49
32;01;1;3862.35
33;01;1;3076.87
34;01;1;4453.4
35;01;1;3963.74
36;01;1;5088.83
37;01;1;8168.39
38;01;1;5201.02
39;01;1;7381.58
41;01;1;8212.9
42;01;1;5258.93
43;01;1;7639.13
44;01;1;7644.61
45;01;1;10375.59
46;01;1;9370.33
47;01;1;7355.33
48;01;1;3726.14
50;01;1;4934.21
51;01;1;7271.12
52;01;1;6043.27
53;01;1;8752.9
54;01;1;6838.17
55;01;1;7051.63
56;01;1;5227.87
57;01;1;7816.1
58;01;1;10513.54
59;01;1;4833.94
60;01;1;6593.43
61;01;1;5891.45
62;01;1;9318.69
63;01;1;10795.86
64;02;1;54090.53
69;02;1;19380.49
70;02;1;7506.92
72;02;1;9459.74
73;03;1;5649.14
75;03;1;9873.41
76;03;1;16856.24
77;03;1;6316.82
78;03;1;4456.01
79;03;1;8564.04
80;03;1;12357.69
81;03;1;10755.67
82;03;1;17875.64
83;03;1;15721.9
84;03;1;16432.81
85;03;1;5423.82
86;03;1;4577.77
87;03;1;9314.06
89;03;1;8750.36
90;03;1;12595.82
91;03;1;10689.38
92;03;1;11594.35
93;03;1;9475.79
94;03;1;9681.25
95;03;1;3983.6
96;03;1;4887.05
97;03;1;5578.78
99;03;1;15873.01
100;03;1;16290.01
101;03;1;11007.92
102;03;1;14416.26
103;03;1;14513.98
106;03;1;23272.25
107;03;1;9977.72
108;03;1;6172.84
109;03;1;4329.9
110;03;1;5980.75
111;03;1;6751.2
112;04;1;7563.75
113;04;1;23426.05
114;04;1;17042.73
115;04;1;17642.52
116;04;1;16546.95
117;04;1;18623.49
118;04;1;5538.73
119;04;1;11406.21
120;04;1;16383.29
121;04;1;8282.52
122;04;1;7763.43
123;04;1;4421.28
124;04;1;3648.68
125;04;1;17403.65
126;04;1;5588.94
127;04;1;23166.62
128;04;1;20599.87
129;04;1;3722.28
130;04;1;4338.84
131;04;1;3855.82
133;04;1;16382.68
134;04;1;8510.53
135;04;1;5425.68
136;04;1;5312.69
137;04;1;5893.54
138;04;1;4081.2
139;04;1;11157.26
140;04;1;10568.39
141;04;1;7323.94
142;04;1;3906.93
143;04;1;11984.98
144;04;1;7802.84
145;04;1;7484.21
146;04;1;8278.63
147;04;1;5808.55
148;04;1;23465.79
149;04;1;8733.83
151;04;1;14189.65
152;05;1;52755.99
153;05;1;8360.65
154;05;1;6897.95
155;05;1;33709.76
156;05;1;3926.08
157;05;1;16134.91
158;05;1;14847.77
159;05;1;8412.51
160;05;1;4820.55
161;05;1;7335.42
162;05;1;4791.87
163;05;1;10415.02
164;05;1;4580.86
165;05;1;4979.76
166;05;1;5653.52
167;05;1;5607.32
168;05;1;6983.3
169;05;1;7312.79
170;05;1;3453.59
171;05;1;4718.92
172;05;1;6884.36
174;05;1;5070.38
175;05;1;5699.25
176;05;1;5746.63
177;05;1;13497.56
178;05;1;11593.1
179;05;1;12683.63
180;05;1;9904.04
181;05;1;6811.33
182;05;1;7433.19
