SEZCENS;ZONASTAT;NCIRCO;SUPERF
1684;38;6;4404.5
1685;38;6;5311.47
1686;38;6;26165.49
1687;38;6;8952.83
1688;38;6;7022.4
1689;38;6;11748.17
1690;38;6;8022.79
1691;38;6;8484.23
1692;38;6;6648.65
1693;38;6;14379.72
1694;38;6;31364.6
1695;39;6;10203.22
1696;39;6;57590.87
1697;39;6;4889.43
1698;39;6;5032.89
1699;39;6;7656.76
1700;39;6;5815.92
1701;39;6;5384.68
1702;39;6;7539.21
1703;39;6;8640.76
1704;39;6;7376.97
1705;39;6;9230.29
1706;39;6;9655.55
1707;39;6;8035.77
1708;39;6;9700.81
1709;39;6;170804.08
1710;39;6;7344.45
1711;39;6;3471.79
1712;39;6;6012.28
1713;39;6;8582.63
1714;39;6;7799.51
1715;39;6;3893.64
1716;39;6;6157.03
1717;39;6;7561.31
1718;39;6;10344.2
1719;39;6;38622.3
1720;39;6;9691.73
1721;39;6;7203.17
1722;39;6;17178.72
1723;39;6;32352.79
1724;39;6;59863.81
1725;39;6;45058.3
1726;39;6;8162.77
1727;39;6;5344.37
1728;39;6;9263.77
1729;39;6;5852.74
1730;39;6;7767.7
1731;39;6;27374.2
1732;40;6;30152.25
2381;62;2;198472.51
3087;23;7;18994.59
1867;44;4;96093.13
3737;67;5;20765.46
3101;22;7;16808.71
3244;24;7;5836.73
1876;45;5;30370.29
3770;90;2;1883.69
3155;08;1;9631.6
2340;60;2;30394.64
3729;36;7;165361.6
3684;61;8;20403.33
3840;69;8;26363.27
3727;22;7;38475.17
3627;59;2;17804.31
3165;12;7;9815.37
3210;18;1;13332.73
3738;66;5;86371.94
3789;15;8;12329.7
2897;52;3;25905.44
3844;76;6;95123.16
200;05;1;8920.43
3794;72;7;73400.28
3331;41;6;54971.07
2969;61;8;10693.85
1936;47;5;13338.03
3764;91;2;6155.76
3757;49;4;8937.57
458;12;7;9827.92
3345;43;5;10562.23
3353;43;5;10698.3
3339;43;5;38323.55
261;08;1;34185.77
3488;61;8;42113.64
3232;20;8;7837.68
275;08;1;4506.71
2839;45;5;11019.67
3233;20;8;9608.43
3771;90;2;5822.5
3792;72;7;16512.95
98;03;1;7285.27
66;02;1;79069.52
3086;24;7;8115.69
3677;89;2;5926.76
3761;65;4;28402.83
3350;43;5;9071.58
3788;15;8;27450.25
2255;57;8;26940.45
2199;56;8;95680.25
3759;49;4;24205.56
3311;37;6;8964.06
3725;11;7;38271.36
3777;89;2;2070.06
826;19;8;7660.93
1995;50;4;42747.93
2938;59;2;5872.37
74;03;1;6865.05
3755;47;5;8287.39
2227;57;8;37528.78
950;21;7;15758.41
3799;78;6;907.3
1832;43;5;21747.47
247;07;1;5290.59
3034;68;6;10353.34
1002;23;7;31122.65
1045;23;7;13554.76
1296;29;4;15371.47
3347;43;5;10853.18
3135;04;1;2398.67
67;02;1;22882.02
3118;01;1;8233.49
3102;22;7;11849.38
2354;60;2;1202625.06
3722;07;1;29699.42
1224;27;1;70483.86
3088;36;7;7477.67
150;04;1;6739.33
3746;24;7;7103.93
1433;33;3;22941.63
3766;91;2;4297.82
1585;36;7;618101.27
3324;39;6;3809.45
2944;59;2;7740.13
2285;58;8;107774
3;01;7;12681.89
463;12;7;8887.11
3850;78;6;139567.41
3224;18;1;5010.01
3754;47;4;10494.23
1359;31;3;13916.21
3465;58;8;22317.23
3744;23;7;24864.85
3732;68;6;292595.32
3103;21;7;15505.45
3795;76;6;60622.47
1232;28;1;17816.37
3786;58;8;21806.66
3726;22;7;185601.19
3823;62;2;81999.18
49;01;1;6826
3801;36;7;10496.35
3728;36;7;14379.9
3791;13;8;36197.4
2793;76;6;208649.77
3741;36;7;18872.54
1587;36;7;79243.1
3368;45;5;5952.53
1544;35;3;9844.7
943;20;8;6106.19
1993;49;5;319316.95
3718;69;8;21938.96
40;01;1;6961.85
289;08;1;9855.58
3598;79;6;41962.37
3460;57;8;9328.01
3299;35;3;6770.37
3348;43;5;10307.73
3767;91;2;693.26
3085;24;7;7745.88
3151;08;1;11211.42
3506;63;3;10325.47
3736;67;5;7027.77
3779;79;6;63595.27
2243;57;8;15370.51
3787;57;8;36332.32
10;01;1;9332.31
948;20;8;6940.02
1866;44;4;30534.37
2165;55;2;72603.28
3763;91;2;10647.05
3747;24;7;4341.25
2131;53;2;10859.39
2222;57;8;9339.2
815;18;1;7550.36
3485;60;2;42318.55
3601;79;6;32913.78
1066;24;7;9108.82
2549;78;6;939625.66
2972;61;8;22426.23
3452;56;8;5012.21
173;05;1;4623.46
3303;35;3;32785.99
868;19;8;7965.51
449;11;7;15677.55
2440;67;5;33357.18
2189;56;8;27583.87
199;05;1;20246.7
1502;33;3;7693.02
3095;91;2;308589.92
1518;34;3;18679.48
88;03;1;10320.34
764;17;3;51659.02
3106;01;7;12884.44
763;17;3;79359.49
2878;51;3;11488.9
3719;57;8;51130.44
3298;35;3;6985.29
3784;84;7;75671.38
3775;90;2;4262.15
3776;90;2;3031.71
409;11;7;7711.93
513;12;7;10311.34
2232;57;8;32317.54
3847;76;6;49008.61
3762;91;2;14901.4
2188;56;8;45733.19
2183;56;1;40141.26
3760;49;4;8013.57
1110;25;4;70333.86
2088;51;3;21499.81
104;03;1;14940.59
3600;79;6;40231.95
3544;67;5;15697.76
395;10;1;143532.33
3753;47;4;34487.12
286;08;1;8917.57
3129;04;1;3911.21
3237;20;8;7218.72
2270;57;8;331537.61
1578;36;6;62796.07
281;08;1;7390.78
3599;79;6;56947.52
3032;68;6;8417.1
20;01;1;6077.37
3846;76;6;6117.17
3432;53;2;9230.53
1734;40;6;46648.77
374;10;1;3751.95
495;12;7;17476.08
3664;57;8;6802.18
562;13;8;24673.45
2541;77;6;655955.92
3672;66;5;5075.28
1106;24;7;9738.42
3752;44;4;16109.1
65;02;1;97094.1
3720;20;8;62490.08
3841;66;5;3708.1
2231;57;8;172671.39
3716;58;8;2720.93
3650;89;2;12498.66
2547;78;6;255786.51
2798;22;7;29346.97
2795;78;6;35062.16
1597;37;6;70587.12
3235;20;8;7245.91
2884;51;3;12614.18
3326;40;6;15393.11
3717;58;8;40517.06
3731;68;6;80762.14
1112;25;4;7917.9
22;01;1;6577.01
3660;48;5;18853.39
3772;90;2;2068.24
3785;69;8;43414.9
3073;35;3;13821.88
3749;24;7;5675.94
497;12;7;12670.56
3743;23;7;10271.41
3226;19;8;9724.63
520;13;8;96487.95
3128;04;1;3600.08
1424;33;3;34075.46
2941;59;2;7619.27
3721;09bis;8;162746.72
3756;49;5;13763.21
3389;48;5;7818.46
3739;66;5;17886.15
927;20;8;43261.63
2472;70;8;43228.67
2828;40;6;26539.95
3562;72;7;91423.05
3403;48;5;10904.43
3296;33;3;44164.23
68;02;1;3449.99
14;01;1;8132.41
3742;23;7;29927.72
1456;33;3;5507.43
3842;67;5;1732.09
294;08;1;69209.39
3750;24;7;9628.36
2581;80;7;420919.06
922;20;8;7604.2
3774;90;2;6777.48
767;17bis;3;8602.75
2265;57;8;35911.73
3127;04;1;6440.32
265;08;1;17883.62
766;17bis;3;50658.96
2927;58;8;8711.61
71;02;1;8190.34
260;07;1;32707.04
3765;91;2;42336.77
31;01;1;8969.26
3524;63;3;9215.43
3778;89;2;1696.35
2804;22;7;7007.92
3790;13;8;17228.77
2078;51;3;7677.83
3202;16;4;5592.9
1573;35;3;159774.07
105;03;1;33182.35
761;17;3;14953.46
3843;67;5;39083.47
3688;36;7;78590.07
230;06;1;9373.64
3443;55;2;9830.57
522;13;8;7669.32
2653;80;7;18588.48
3793;72;7;73677.7
3225;19;8;7244.7
229;06;1;27757.12
2234;57;8;6355.61
469;12;7;11560.57
558;13;8;21162.2
1235;28;1;17283.75
3245;24;7;6368.44
2260;57;8;83440.27
3016;64;4;19559.17
3796;76;6;38409.25
3099;36;7;56060.64
853;19;8;7571.23
216;06;1;15905.88
1023;23;7;24489.52
3735;67;5;1581.37
5;01;1;10219.57
3849;79;6;176512.36
1577;35;1;14945.64
3797;76;6;13391.74
3758;49;4;15019.87
3170;12;7;10539.15
3748;24;7;1162.18
2977;61;2;46997.04
270;08;1;9291.11
3782;83;8;93994.03
3730;40;6;22188.76
2505;72;7;172193.54
3845;77;6;41947.17
3100;22;7;42769.68
958;21;7;17412.4
3751;24;7;13284.57
2634;91;2;1418554.24
3459;57;8;45909.52
594;15;8;52399.48
3734;68;6;5291.5
3769;91;2;7530.86
2893;52;3;30620.16
3798;77;6;4420.65
3733;68;6;65297.28
3507;63;3;12438.41
3610;43;5;7018.97
3848;66;5;2738.96
132;04;1;2346.82
3461;57;8;10902.75
3723;06;1;13054.46
3104;22;7;32579.73
3802;68;6;88140.74
3683;61;8;18634.24
3745;24;7;1747.64
785;18;1;15721.1
3422;51;3;12526.1
3349;43;5;23933.77
3105;22;7;26067.22
3773;90;2;1140.37
3724;06;1;16109.04
3668;61;2;28497.05
3740;36;7;26272.49
3246;24;7;52946.03
1865;44;5;25226.07
2967;61;8;10475.72
3168;12;7;5096.77
3780;49;5;927.51
3800;58;8;4078.81
214;06;1;6780.31
3768;91;2;4897.33
3341;43;5;14221.55
