COMUNE;SEZ2011;P1;P61;E17;E18;E19;E20
Milano;151460001595;240;91;0;0;0;3
Milano;151460001596;311;137;0;0;1;10
Milano;151460001597;269;130;0;1;1;11
Milano;151460001598;242;114;0;0;0;7
Milano;151460001599;253;147;0;3;1;7
Milano;151460001600;341;169;1;0;0;13
Milano;151460001601;524;259;3;4;2;17
Milano;151460001602;57;31;0;0;0;2
Milano;151460001603;326;176;1;1;3;16
Milano;151460001604;233;103;0;1;0;8
Milano;151460001605;202;100;0;0;0;7
Milano;151460001606;252;116;0;0;0;7
Milano;151460001607;109;42;0;0;0;1
Milano;151460001608;333;163;0;3;2;16
Milano;151460001609;345;162;0;1;0;12
Milano;151460001610;208;98;0;0;0;7
Milano;151460001611;395;184;0;1;0;14
Milano;151460001612;395;155;0;0;0;6
Milano;151460001613;193;84;2;1;0;4
Milano;151460001614;369;179;2;2;0;10
Milano;151460001615;287;136;0;1;0;11
Milano;151460001616;297;148;2;1;0;11
Milano;151460001617;268;137;0;0;0;12
Milano;151460001618;243;105;1;4;4;9
Milano;151460001619;0;0;0;0;0;0
Milano;151460001620;223;102;0;2;0;5
Milano;151460001621;427;170;0;1;0;8
Milano;151460001622;308;164;0;0;0;11
Milano;151460001623;202;102;0;0;0;5
Milano;151460001624;375;169;0;1;0;6
Milano;151460001625;310;133;1;0;0;5
Milano;151460001626;387;149;0;1;1;7
Milano;151460001627;311;135;4;2;0;5
Milano;151460001628;261;87;0;0;0;5
Milano;151460001629;294;139;0;0;0;8
Milano;151460001630;367;176;0;0;0;3
Milano;151460001631;458;217;0;2;0;12
Milano;151460001632;0;0;0;0;1;0
Milano;151460001633;46;20;0;0;1;5
Milano;151460001634;181;80;0;0;1;3
Milano;151460001635;318;142;0;0;0;7
Milano;151460001636;127;60;0;0;0;3
Milano;151460001637;29;16;0;0;0;1
Milano;151460001638;343;151;0;0;0;10
Milano;151460001639;53;33;0;0;0;17
Milano;151460001640;273;90;0;0;0;3
Milano;151460001641;0;0;0;0;0;0
Milano;151460001642;35;16;1;0;2;2
Milano;151460001643;274;95;0;0;0;2
Milano;151460001644;248;94;0;0;0;2
Milano;151460001645;126;51;0;0;0;3
Milano;151460001646;350;142;0;0;1;6
Milano;151460001647;198;61;0;0;0;7
Milano;151460001648;8;4;0;0;0;1
Milano;151460001649;170;93;0;0;0;7
Milano;151460001650;129;61;0;1;43;1
Milano;151460001651;88;37;0;0;12;11
Milano;151460001652;162;81;0;0;0;12
Milano;151460001653;224;70;0;0;3;6
Milano;151460001654;0;0;0;0;0;0
Milano;151460001655;267;110;0;0;0;4
Milano;151460001656;237;87;0;0;0;5
Milano;151460001657;116;56;0;0;36;5
Milano;151460001658;137;57;0;0;0;1
Milano;151460001659;286;135;0;0;0;9
Milano;151460001660;380;176;1;1;0;17
Milano;151460001661;245;106;0;0;0;3
Milano;151460001662;239;100;0;1;0;7
Milano;151460001663;375;181;0;0;0;13
Milano;151460001664;196;106;1;0;0;7
Milano;151460001665;221;101;1;0;0;6
Milano;151460001666;68;37;0;0;0;1
Milano;151460001667;289;123;0;0;1;12
Milano;151460001668;174;78;0;0;0;4
Milano;151460001669;262;118;0;0;1;11
Milano;151460001670;223;103;0;1;0;9
Milano;151460001671;398;173;0;0;0;8
Milano;151460001672;343;158;0;0;0;16
Milano;151460001673;133;60;0;0;2;30
Milano;151460001674;277;128;0;1;4;7
Milano;151460001675;175;82;0;0;0;5
Milano;151460001676;115;53;0;0;0;3
Milano;151460001677;428;184;0;0;0;7
Milano;151460001678;420;173;0;0;0;13
Milano;151460001679;418;196;2;0;1;12
Milano;151460001680;0;0;0;0;0;0
Milano;151460001681;235;95;0;1;0;4
Milano;151460001682;286;124;0;0;0;8
Milano;151460001683;309;114;0;0;0;4
Milano;151460001684;289;123;0;1;0;4
Milano;151460001685;334;134;0;0;0;6
Milano;151460001686;323;133;0;0;0;3
Milano;151460001687;195;78;0;0;0;1
Milano;151460001688;319;130;0;0;0;3
Milano;151460001689;332;151;0;0;2;6
Milano;151460001690;296;144;1;0;0;12
Milano;151460001691;354;180;2;0;1;18
Milano;151460001692;237;115;0;0;0;4
Milano;151460001693;245;119;0;0;0;5
Milano;151460001694;254;85;0;0;0;5
Milano;151460001695;193;101;0;0;0;7
Milano;151460001696;111;54;0;0;0;1
Milano;151460001697;144;73;0;0;0;6
Milano;151460001698;48;21;1;1;8;5
Milano;151460001699;433;197;0;0;0;16
Milano;151460001700;338;147;1;1;1;11
Milano;151460001701;143;64;0;0;2;10
Milano;151460001702;308;147;0;0;0;9
Milano;151460001703;273;129;0;0;0;6
Milano;151460001704;24;1;0;1;0;0
Milano;151460001705;274;126;1;0;0;9
Milano;151460001706;275;133;0;1;1;11
Milano;151460001707;289;110;0;0;0;3
Milano;151460001708;231;96;0;0;0;5
Milano;151460001709;213;78;0;0;0;3
Milano;151460001710;242;80;0;0;0;3
Milano;151460001711;170;78;0;0;1;6
Milano;151460001712;114;56;0;0;0;5
Milano;151460001713;284;119;0;0;0;4
Milano;151460001714;329;151;0;0;0;5
Milano;151460001715;185;81;0;0;0;3
Milano;151460001716;339;162;0;1;0;4
Milano;151460001717;338;144;1;0;1;4
Milano;151460001718;343;188;0;0;1;10
Milano;151460001719;194;88;0;0;1;7
Milano;151460001720;251;109;0;0;0;7
Milano;151460001721;187;94;0;0;2;9
Milano;151460001722;280;127;0;0;0;9
Milano;151460001723;220;91;0;1;0;6
Milano;151460001724;288;130;0;3;0;9
Milano;151460001725;264;133;0;0;0;12
Milano;151460001726;348;146;2;0;0;8
Milano;151460001727;5;3;0;0;0;1
Milano;151460001729;1;1;0;1;0;0
Milano;151460001730;2;0;0;1;0;0
Milano;151460001731;6;4;0;2;0;0
Milano;151460001732;14;6;0;0;0;1
Milano;151460001733;0;0;0;0;0;0
Milano;151460001734;7;4;0;2;0;0
Milano;151460001735;78;36;0;0;1;3
Milano;151460001736;260;129;0;1;1;11
Milano;151460001737;328;177;0;1;1;12
Milano;151460001738;29;16;0;4;0;1
Milano;151460001739;0;0;0;0;0;0
Milano;151460001740;2;1;0;1;0;0
Milano;151460001741;14;10;0;0;1;0
Milano;151460001742;8;7;0;1;0;0
Milano;151460001743;153;74;0;0;0;4
Milano;151460001744;132;57;0;0;0;7
Milano;151460001745;110;47;0;0;0;4
Milano;151460001746;360;170;1;0;0;12
Milano;151460001747;278;134;1;1;0;7
Milano;151460001748;213;94;0;0;0;9
Milano;151460001749;284;137;0;0;0;11
Milano;151460001750;172;81;0;0;0;6
Milano;151460001751;200;88;0;0;0;6
Milano;151460001752;430;175;0;0;1;8
Milano;151460001753;278;122;0;0;0;3
Milano;151460001754;7;4;0;2;0;0
Milano;151460001755;536;271;1;1;0;14
Milano;151460001756;396;159;0;0;1;9
Milano;151460001757;36;24;0;1;0;1
Milano;151460001758;355;187;0;0;0;12
Milano;151460001759;241;122;0;0;0;7
Milano;151460001760;325;162;2;1;0;15
Milano;151460001761;326;152;0;0;0;6
Milano;151460001762;284;126;1;2;0;4
Milano;151460001763;149;87;1;0;0;4
Milano;151460001764;323;171;0;0;0;11
Milano;151460001765;194;90;0;1;4;5
Milano;151460001766;275;136;0;0;0;9
Milano;151460001767;0;0;0;0;0;0
Milano;151460001768;265;133;0;2;0;9
Milano;151460001769;383;190;0;0;0;17
Milano;151460001770;188;87;0;0;0;9
Milano;151460001771;157;83;0;0;3;8
Milano;151460001772;186;91;0;5;5;16
Milano;151460001773;344;156;1;0;1;12
Milano;151460001774;207;72;0;0;0;4
Milano;151460001775;321;149;0;1;1;8
Milano;151460001776;276;128;0;0;0;8
Milano;151460001777;405;171;0;0;0;9
Milano;151460001778;344;168;0;2;0;14
Milano;151460001779;312;141;2;4;0;12
Milano;151460001780;362;165;2;4;1;8
Milano;151460001781;189;85;0;6;2;7
Milano;151460001782;160;80;0;0;0;6
Milano;151460001783;280;136;0;0;0;1
Milano;151460001784;349;183;2;0;1;8
Milano;151460001785;107;52;0;11;7;7
Milano;151460001786;214;100;0;7;6;4
Milano;151460001787;121;63;0;0;2;7
Milano;151460001788;90;44;0;0;3;4
Milano;151460001789;47;35;0;0;3;4
Milano;151460001790;465;221;0;0;0;5
Milano;151460001791;396;178;0;2;1;8
Milano;151460001792;168;97;0;0;2;6
Milano;151460001793;379;191;2;4;0;9
Milano;151460001794;226;108;10;0;0;3
Milano;151460001795;250;105;1;2;2;7
Milano;151460001796;414;202;0;1;2;10
Milano;151460001797;410;223;2;1;0;12
Milano;151460001798;256;121;0;1;1;10
Milano;151460001799;352;159;3;3;0;11
Milano;151460001800;75;23;0;1;1;2
Milano;151460001801;271;146;0;0;1;8
Milano;151460001802;228;108;0;9;1;6
Milano;151460001803;337;151;0;0;0;9
Milano;151460001804;305;142;0;8;1;4
Milano;151460001805;309;146;3;1;4;13
Milano;151460001806;340;174;1;4;3;14
Milano;151460001807;166;72;1;2;2;6
Milano;151460001808;136;39;1;2;5;4
Milano;151460001809;401;201;1;7;5;16
Milano;151460001810;426;227;0;1;0;14
Milano;151460001811;498;260;0;3;0;13
Milano;151460001812;165;76;2;0;2;6
Milano;151460001813;278;151;0;0;0;12
Milano;151460001814;0;0;0;1;0;0
Milano;151460001815;331;136;0;0;1;7
Milano;151460001816;326;154;0;1;0;7
Milano;151460001817;299;163;0;0;0;6
Milano;151460001818;199;99;0;1;1;5
Milano;151460001819;258;116;0;0;0;2
Milano;151460001820;415;164;0;0;0;1
Milano;151460001821;190;100;0;1;0;4
Milano;151460001822;279;106;0;0;0;1
Milano;151460001823;247;99;0;0;0;2
Milano;151460001824;454;217;0;0;0;5
Milano;151460001825;212;97;1;0;0;9
Milano;151460001826;267;82;0;0;0;2
Milano;151460001827;295;103;0;0;0;4
Milano;151460001828;142;76;0;0;0;3
Milano;151460001829;0;0;0;0;0;0
Milano;151460001830;391;179;0;0;0;8
Milano;151460001831;100;45;0;1;2;2
Milano;151460001832;260;122;0;0;0;5
Milano;151460001833;89;52;0;1;0;3
Milano;151460001834;163;82;0;0;0;4
Milano;151460001835;294;140;0;0;1;3
Milano;151460001836;142;62;0;0;0;3
Milano;151460001837;301;108;0;0;0;7
Milano;151460001838;44;21;2;0;0;1
Milano;151460001839;195;96;1;0;0;4
Milano;151460001840;242;94;0;0;0;5
Milano;151460001841;212;100;0;0;0;4
Milano;151460001842;294;142;0;0;0;6
Milano;151460001843;137;65;0;0;0;3
Milano;151460001844;198;102;0;0;0;5
Milano;151460001845;0;0;0;0;0;0
Milano;151460001846;206;85;0;0;0;4
Milano;151460001847;0;0;0;0;0;0
Milano;151460001848;119;45;0;0;0;1
Milano;151460001849;143;49;0;1;0;4
Milano;151460001850;252;146;0;0;0;7
Milano;151460001851;164;56;0;0;0;3
Milano;151460001852;177;53;0;1;0;4
Milano;151460001853;207;58;3;4;2;4
Milano;151460001854;150;58;0;0;0;5
Milano;151460001855;50;30;0;0;0;2
Milano;151460001856;39;19;0;0;0;1
Milano;151460001857;233;136;0;1;2;3
Milano;151460001858;141;56;0;1;2;4
Milano;151460001859;215;75;0;0;0;5
Milano;151460001860;224;78;0;0;0;5
Milano;151460001861;233;94;0;0;0;5
Milano;151460001862;336;123;0;2;0;6
Milano;151460001863;60;22;2;0;2;0
Milano;151460001865;197;71;0;0;7;0
Milano;151460001866;0;0;0;0;0;0
Milano;151460001867;312;101;0;0;0;2
Milano;151460001868;331;109;1;1;1;3
Milano;151460001869;601;277;0;0;0;1
Milano;151460001870;333;110;0;0;0;2
Milano;151460001871;432;156;2;1;0;2
Milano;151460001872;0;0;0;0;0;0
Milano;151460001873;165;78;0;0;1;0
Milano;151460001874;9;6;0;1;1;0
Milano;151460001875;1;0;1;0;0;0
Milano;151460001876;22;1;0;0;1;0
Milano;151460001877;0;0;1;0;0;0
Milano;151460001878;6;4;0;0;0;0
Milano;151460001880;0;0;0;0;0;0
Milano;151460001881;60;31;2;4;3;0
Milano;151460001882;0;0;0;0;0;0
Milano;151460001883;33;17;1;3;0;0
Milano;151460001884;22;14;0;3;1;0
Milano;151460001885;337;133;0;0;0;2
Milano;151460001886;263;107;0;0;0;1
Milano;151460001887;349;127;0;0;0;8
Milano;151460001888;348;136;0;0;0;7
Milano;151460001889;243;107;0;0;0;5
Milano;151460001890;266;101;0;0;0;6
Milano;151460001891;341;145;0;0;0;2
Milano;151460001892;363;126;0;0;0;1
Milano;151460001893;75;29;0;0;0;1
Milano;151460001894;308;131;0;0;0;3
Milano;151460001895;256;101;0;0;0;3
Milano;151460001896;121;43;0;0;0;1
Milano;151460001897;399;165;0;0;0;4
Milano;151460001898;436;137;0;0;0;4
Milano;151460001899;389;169;1;0;0;2
Milano;151460001900;247;118;2;0;3;6
Milano;151460001901;206;96;2;0;0;5
Milano;151460001902;352;161;0;0;0;3
Milano;151460001903;314;140;1;0;0;3
Milano;151460001904;506;174;1;0;0;3
Milano;151460001905;249;105;4;4;0;4
Milano;151460001906;100;44;0;0;0;2
Milano;151460001907;183;64;0;0;0;3
Milano;151460001908;184;69;0;0;0;2
Milano;151460001909;110;41;0;0;1;3
Milano;151460001910;177;67;4;1;0;4
Milano;151460001911;345;150;1;0;1;8
Milano;151460001912;180;78;0;0;0;3
Milano;151460001913;196;101;0;0;1;6
Milano;151460001914;225;107;0;0;3;9
Milano;151460001915;7;1;0;2;0;0
Milano;151460001916;323;150;4;2;2;4
Milano;151460001917;189;92;0;0;0;8
Milano;151460001918;47;24;0;1;5;0
Milano;151460001919;429;201;0;0;0;5
Milano;151460001920;247;127;8;8;1;5
Milano;151460001921;267;147;8;1;1;3
Milano;151460001922;205;86;1;1;2;1
Milano;151460001923;359;193;5;5;4;3
Milano;151460001924;228;103;0;4;2;8
Milano;151460001925;255;112;1;1;4;8
Milano;151460001926;4;4;0;0;1;0
Milano;151460001927;25;12;0;1;5;0
Milano;151460001928;4;2;0;1;0;0
Milano;151460001929;38;20;0;0;2;0
Milano;151460001930;0;0;0;0;0;0
Milano;151460001931;5;4;0;1;0;1
Milano;151460001932;0;0;0;0;0;0
Milano;151460001933;0;0;0;1;0;0
Milano;151460001935;97;48;1;1;1;3
Milano;151460001936;398;167;2;5;2;12
Milano;151460001937;119;56;2;2;4;3
Milano;151460001938;123;46;0;1;0;3
Milano;151460001939;37;19;0;1;3;1
Milano;151460001940;334;86;0;0;1;11
Milano;151460001941;102;30;2;1;2;3
Milano;151460001942;3;3;0;1;0;0
Milano;151460001943;84;42;0;1;0;3
Milano;151460001944;0;0;0;0;0;0
Milano;151460001945;29;12;1;0;1;1
Milano;151460001946;5;5;0;2;0;0
Milano;151460001947;183;71;0;0;1;3
Milano;151460001948;344;130;0;0;0;5
Milano;151460001949;248;119;0;1;0;2
Milano;151460001950;0;0;0;0;0;0
Milano;151460001951;125;73;0;1;5;13
Milano;151460001952;407;177;1;1;4;15
Milano;151460001953;410;183;4;0;0;8
Milano;151460001954;13;2;0;2;1;0
Milano;151460001955;0;0;0;1;0;0
Milano;151460001956;80;43;7;5;4;0
Milano;151460001957;7;0;2;1;0;1
Milano;151460001958;21;3;0;0;0;1
Milano;151460001959;98;52;0;0;0;3
Milano;151460001960;182;84;1;1;3;2
Milano;151460001961;338;184;2;1;1;9
Milano;151460001962;278;111;0;2;1;4
Milano;151460001963;42;17;0;0;0;3
Milano;151460001964;3;2;0;0;1;0
Milano;151460001965;188;89;0;1;0;3
Milano;151460001966;0;0;0;0;0;0
Milano;151460001967;150;92;3;2;0;1
Milano;151460001968;52;29;3;5;1;0
Milano;151460001969;36;14;1;0;0;1
Milano;151460001970;33;16;4;1;1;1
Milano;151460001971;51;24;3;5;0;2
Milano;151460001972;0;0;0;0;0;0
Milano;151460001973;11;11;0;1;0;0
Milano;151460001974;328;164;1;2;0;12
Milano;151460001975;148;98;0;0;0;3
Milano;151460001976;204;105;0;0;0;7
Milano;151460001977;332;170;0;0;0;10
Milano;151460001978;238;109;0;1;0;5
Milano;151460001979;108;49;2;1;1;3
Milano;151460001980;154;73;2;1;0;4
Milano;151460001981;171;73;1;0;0;5
Milano;151460001982;187;94;1;0;2;9
Milano;151460001983;165;86;0;0;1;8
Milano;151460001984;392;176;0;0;0;11
Milano;151460001985;311;163;0;0;0;10
Milano;151460001986;299;147;0;0;1;5
Milano;151460001987;140;57;0;0;0;3
Milano;151460001988;300;139;0;0;1;12
Milano;151460001989;113;57;1;0;1;5
Milano;151460001990;214;103;0;0;0;4
Milano;151460001991;349;156;0;0;0;9
Milano;151460001992;157;76;0;0;1;6
Milano;151460001993;268;113;0;1;0;7
Milano;151460001994;255;137;0;0;0;8
Milano;151460001995;107;50;0;25;19;3
Milano;151460001996;61;30;0;23;12;2
Milano;151460001997;380;168;0;0;0;12
Milano;151460001998;120;59;0;1;0;5
Milano;151460001999;129;61;0;0;0;5
Milano;151460002000;295;132;0;0;0;10
Milano;151460002001;378;149;0;1;2;11
Milano;151460002002;197;89;1;0;2;6
Milano;151460002003;318;104;0;0;0;7
Milano;151460002004;308;136;1;1;5;16
Milano;151460002005;275;111;1;0;1;14
Milano;151460002006;240;105;0;0;0;8
Milano;151460002007;279;117;0;1;1;14
Milano;151460002008;339;109;0;0;0;4
Milano;151460002009;337;119;0;0;0;5
Milano;151460002010;284;83;0;0;0;5
Milano;151460002011;343;124;1;0;0;7
Milano;151460002012;146;81;1;1;0;5
Milano;151460002013;240;85;1;0;4;2
Milano;151460002014;215;92;0;0;0;5
Milano;151460002015;48;17;1;0;3;4
Milano;151460002016;136;68;0;1;2;10
Milano;151460002017;244;106;1;1;1;11
Milano;151460002018;182;90;1;0;0;4
Milano;151460002019;256;140;1;2;0;10
Milano;151460002020;297;105;0;0;2;2
Milano;151460002021;196;109;1;0;1;8
Milano;151460002022;199;110;0;0;0;8
Milano;151460002023;248;116;1;1;0;7
Milano;151460002024;5;4;0;1;0;0
Milano;151460002025;230;96;0;0;0;1
Milano;151460002026;82;37;0;0;0;2
Milano;151460002027;181;79;1;0;0;4
Milano;151460002028;147;70;0;0;2;3
Milano;151460002029;217;99;0;1;0;3
Milano;151460002030;0;0;0;0;0;0
Milano;151460002031;0;0;0;0;0;0
Milano;151460002033;113;56;2;1;0;5
Milano;151460002034;271;118;0;0;0;3
Milano;151460002035;436;200;2;2;0;5
Milano;151460002036;256;122;0;3;0;3
Milano;151460002037;293;129;0;0;0;8
Milano;151460002038;305;153;0;2;0;7
Milano;151460002039;275;132;0;0;0;11
Milano;151460002040;234;112;0;0;1;7
Milano;151460002041;18;6;0;4;0;0
Milano;151460002042;0;0;0;0;0;0
Milano;151460002043;0;0;0;0;0;0
Milano;151460002044;5;2;0;1;0;0
Milano;151460002045;0;0;0;0;0;0
Milano;151460002046;329;121;0;0;0;4
Milano;151460002047;237;74;1;0;0;9
Milano;151460002048;132;38;1;1;0;5
Milano;151460002049;419;176;1;2;0;11
Milano;151460002050;164;82;1;0;0;4
Milano;151460002051;285;148;0;0;1;11
Milano;151460002052;162;76;0;0;0;7
Milano;151460002053;210;95;0;1;0;7
Milano;151460002054;0;0;0;0;0;0
Milano;151460002055;285;140;0;1;1;10
Milano;151460002056;341;172;0;1;0;9
Milano;151460002057;522;235;0;0;1;12
Milano;151460002058;255;117;0;1;0;4
Milano;151460002059;95;59;0;0;0;4
Milano;151460002060;32;9;0;0;2;0
Milano;151460002061;93;43;2;2;0;3
Milano;151460002062;346;127;0;0;0;2
Milano;151460002063;233;74;0;0;0;1
Milano;151460002064;244;87;0;0;0;1
Milano;151460002065;324;98;0;0;0;1
Milano;151460002066;254;77;0;0;0;1
Milano;151460002067;315;108;0;0;0;3
Milano;151460002068;303;100;0;0;0;2
Milano;151460002069;292;98;0;0;0;1
Milano;151460002070;381;125;0;0;0;1
Milano;151460002071;208;70;0;0;0;3
Milano;151460002072;275;94;0;0;0;4
Milano;151460002073;328;117;0;0;0;1
Milano;151460002074;345;181;1;0;1;10
Milano;151460002075;269;145;0;2;2;8
Milano;151460002076;318;163;2;1;0;10
Milano;151460002077;150;71;0;0;1;7
Milano;151460002078;353;175;0;0;0;8
Milano;151460002079;196;83;0;0;0;8
Milano;151460002080;318;151;0;0;0;4
Milano;151460002081;267;120;0;0;0;8
Milano;151460002082;301;143;0;2;0;11
Milano;151460002083;46;33;3;5;0;1
Milano;151460002084;295;173;4;0;0;6
Milano;151460002085;289;130;0;0;0;3
Milano;151460002086;126;49;0;0;0;3
Milano;151460002087;461;228;0;0;0;3
Milano;151460002088;314;89;0;0;0;5
Milano;151460002089;272;97;1;4;1;3
Milano;151460002090;443;202;2;5;1;16
Milano;151460002091;472;166;1;0;0;13
Milano;151460002092;162;83;0;1;1;10
Milano;151460002094;324;190;0;1;0;3
Milano;151460002095;370;186;0;0;0;4
Milano;151460002096;227;135;2;0;1;4
Milano;151460002097;250;132;0;0;0;8
Milano;151460002098;327;163;3;4;0;8
Milano;151460002099;6;4;0;0;1;0
Milano;151460002100;277;104;2;0;0;4
Milano;151460002101;401;169;0;1;0;8
Milano;151460002102;318;146;2;0;0;5
Milano;151460002103;385;177;1;0;0;12
Milano;151460002104;347;183;0;0;0;7
Milano;151460002105;149;73;0;2;2;5
Milano;151460002106;236;108;1;1;1;7
Milano;151460002107;235;122;2;0;2;11
Milano;151460002108;281;161;0;1;0;5
Milano;151460002109;348;194;1;5;0;9
Milano;151460002110;71;32;0;0;0;3
Milano;151460002111;198;99;0;0;0;3
Milano;151460002112;245;123;1;2;0;7
Milano;151460002113;413;209;1;1;1;12
Milano;151460002114;328;150;0;0;1;3
Milano;151460002115;470;228;0;0;0;5
Milano;151460002116;243;95;0;0;0;3
Milano;151460002117;393;156;0;0;0;5
Milano;151460002118;209;105;0;0;0;8
Milano;151460002119;227;127;1;0;0;3
Milano;151460002120;260;134;0;0;0;9
Milano;151460002121;246;89;0;0;1;6
Milano;151460002122;258;110;1;0;0;7
Milano;151460002123;82;45;0;0;0;4
Milano;151460002124;311;151;0;0;0;5
Milano;151460002125;265;124;0;0;0;7
Milano;151460002126;144;64;0;5;0;3
Milano;151460002127;332;162;0;3;1;11
Milano;151460002128;265;75;0;0;0;4
Milano;151460002129;188;81;0;0;0;4
Milano;151460002130;319;129;0;1;0;8
Milano;151460002131;365;188;1;4;0;19
Milano;151460002132;162;88;0;2;12;0
Milano;151460002133;276;120;0;0;0;12
Milano;151460002134;369;163;0;0;0;7
Milano;151460002135;406;176;0;0;0;6
Milano;151460002136;198;91;1;1;2;8
Milano;151460002137;440;228;1;2;0;14
Milano;151460002138;431;202;1;0;2;15
Milano;151460002139;141;61;0;1;0;2
Milano;151460002140;213;103;0;1;0;4
Milano;151460002141;198;92;0;1;1;10
Milano;151460002142;120;64;2;5;1;5
Milano;151460002143;37;20;0;4;2;1
Milano;151460002144;70;30;1;3;0;1
Milano;151460002145;244;101;2;1;0;8
Milano;151460002146;351;165;0;2;0;12
Milano;151460002147;103;52;0;1;0;7
Milano;151460002148;154;84;0;0;0;7
Milano;151460002149;80;29;0;0;0;1
Milano;151460002150;28;14;0;0;0;2
Milano;151460002151;257;130;2;0;0;2
Milano;151460002152;333;165;0;0;1;8
Milano;151460002153;208;104;1;0;1;3
Milano;151460002154;381;195;0;0;0;4
Milano;151460002155;321;160;0;0;0;10
Milano;151460002156;186;85;3;0;0;6
Milano;151460002157;304;143;0;0;0;11
Milano;151460002158;353;179;0;0;0;16
Milano;151460002159;293;157;1;0;0;11
Milano;151460002160;260;126;1;0;1;9
Milano;151460002161;224;107;2;5;3;7
Milano;151460002162;213;119;0;2;3;12
Milano;151460002163;250;123;1;4;0;8
Milano;151460002164;286;148;1;3;1;13
Milano;151460002165;32;15;0;1;0;2
Milano;151460002166;205;114;1;0;1;10
Milano;151460002167;300;152;0;2;1;10
Milano;151460002168;299;157;1;0;3;13
Milano;151460002169;196;98;2;0;1;10
Milano;151460002170;84;40;0;0;0;1
Milano;151460002171;146;77;0;1;0;4
Milano;151460002172;240;140;2;1;0;18
Milano;151460002173;20;9;0;0;0;1
Milano;151460002174;117;49;0;0;0;1
Milano;151460002175;200;93;0;0;1;12
Milano;151460002176;138;48;0;0;0;4
Milano;151460002177;211;103;0;0;1;6
Milano;151460002178;221;112;1;0;0;8
Milano;151460002179;199;90;1;4;3;8
Milano;151460002180;332;155;1;1;0;6
Milano;151460002181;322;135;0;0;0;7
Milano;151460002182;152;65;0;0;0;5
Milano;151460002183;143;59;0;0;0;3
Milano;151460002184;168;65;0;0;0;4
Milano;151460002185;249;111;0;0;0;7
Milano;151460002186;197;95;0;0;0;5
Milano;151460002187;228;106;0;0;0;6
Milano;151460002188;275;130;0;1;0;11
Milano;151460002189;219;106;0;0;0;9
Milano;151460002190;189;85;0;0;0;2
Milano;151460002191;236;134;1;2;3;10
Milano;151460002192;329;160;0;0;0;17
Milano;151460002193;252;113;0;2;0;11
Milano;151460002194;258;129;0;0;0;11
Milano;151460002195;188;101;0;0;1;6
Milano;151460002196;153;84;0;1;0;6
Milano;151460002197;78;43;0;0;0;6
Milano;151460002198;232;119;0;2;0;10
Milano;151460002199;359;199;1;0;0;5
Milano;151460002200;108;51;0;0;0;3
Milano;151460002201;19;7;0;0;0;1
Milano;151460002202;183;91;1;0;0;6
Milano;151460002203;373;169;0;0;0;11
Milano;151460002204;60;38;2;1;3;3
Milano;151460002205;206;102;0;0;0;3
Milano;151460002206;286;132;0;0;0;10
Milano;151460002207;230;120;0;0;0;7
Milano;151460002208;312;157;1;5;1;11
Milano;151460002209;340;177;0;1;0;13
Milano;151460002210;1;1;0;1;0;0
Milano;151460002211;169;75;1;8;2;5
Milano;151460002212;144;63;0;20;2;1
Milano;151460002213;80;35;0;24;2;3
Milano;151460002214;197;109;0;0;2;11
Milano;151460002215;304;139;1;1;0;16
Milano;151460002216;342;155;1;1;0;6
Milano;151460002217;385;161;0;0;0;5
Milano;151460002218;297;121;0;1;2;12
Milano;151460002219;184;88;1;2;1;10
Milano;151460002220;450;226;1;1;1;22
Milano;151460002221;8;4;0;0;4;0
Milano;151460002222;195;77;0;1;2;8
Milano;151460002223;290;133;2;1;0;10
Milano;151460002224;276;132;2;9;3;13
Milano;151460002225;123;57;0;0;2;4
Milano;151460002226;128;66;1;0;1;8
Milano;151460002227;114;60;0;0;3;8
Milano;151460002228;162;70;0;0;0;8
Milano;151460002229;285;139;0;0;0;14
Milano;151460002230;376;169;0;0;0;3
Milano;151460002231;534;237;0;1;0;7
Milano;151460002232;262;87;0;0;1;14
Milano;151460002233;408;230;0;0;0;5
Milano;151460002234;135;69;0;0;1;3
Milano;151460002235;271;118;0;0;0;7
Milano;151460002236;230;95;0;0;0;13
Milano;151460002237;339;155;1;0;0;15
Milano;151460002238;299;138;0;7;13;14
Milano;151460002239;288;132;0;1;0;9
Milano;151460002240;254;125;0;0;1;8
Milano;151460002241;226;124;0;0;1;13
Milano;151460002242;234;96;0;0;0;6
Milano;151460002243;385;191;0;0;4;9
Milano;151460002244;127;55;6;0;0;4
Milano;151460002245;152;65;0;6;0;4
Milano;151460002246;200;87;0;0;0;6
Milano;151460002247;206;99;1;1;0;3
Milano;151460002248;410;184;1;1;1;12
Milano;151460002249;327;144;2;0;7;13
Milano;151460002250;140;62;0;0;13;6
Milano;151460002251;148;67;1;0;8;9
Milano;151460002252;317;150;5;1;0;11
Milano;151460002253;76;38;0;0;0;2
Milano;151460002254;83;38;3;6;3;3
Milano;151460002255;0;0;0;0;0;0
Milano;151460002256;278;156;0;0;1;8
Milano;151460002257;343;153;1;0;1;11
Milano;151460002258;154;78;1;0;4;9
Milano;151460002259;124;57;1;1;17;9
Milano;151460002260;385;159;0;0;0;11
Milano;151460002261;206;88;0;0;0;5
Milano;151460002262;366;181;1;1;3;13
Milano;151460002263;338;160;2;0;0;11
Milano;151460002264;242;116;0;0;0;6
Milano;151460002265;263;100;0;0;0;6
