SEZ2011;COMUNE;P1;P61;E17;E18;E19;E20;NIL
151460003350;Milano;13;4;0;2;0;1;S. CRISTOFORO
151460003351;Milano;81;51;1;1;1;1;S. CRISTOFORO
151460003352;Milano;123;59;0;0;0;2;S. CRISTOFORO
151460003353;Milano;337;104;0;0;0;1;S. CRISTOFORO
151460003354;Milano;282;99;0;0;0;1;S. CRISTOFORO
151460003355;Milano;40;19;0;0;0;1;S. CRISTOFORO
151460003356;Milano;417;196;2;3;0;7;S. CRISTOFORO
151460003357;Milano;2;2;0;1;0;0;S. CRISTOFORO
151460003358;Milano;205;58;0;0;0;3;S. CRISTOFORO
151460003359;Milano;183;50;0;0;0;2;S. CRISTOFORO
151460003360;Milano;146;52;0;0;0;2;S. CRISTOFORO
151460003361;Milano;292;75;0;0;0;4;S. CRISTOFORO
151460003362;Milano;219;118;3;1;1;12;S. CRISTOFORO
151460003363;Milano;108;61;0;0;1;3;S. CRISTOFORO
151460003364;Milano;141;70;1;2;2;4;S. CRISTOFORO
151460003365;Milano;6;2;0;2;0;0;S. CRISTOFORO
151460003366;Milano;0;0;0;0;0;0;S. CRISTOFORO
151460003367;Milano;183;88;0;0;0;1;S. CRISTOFORO
151460003368;Milano;79;19;0;0;0;1;S. CRISTOFORO
151460003369;Milano;168;53;0;0;0;1;S. CRISTOFORO
151460003370;Milano;168;55;0;0;0;1;S. CRISTOFORO
151460003371;Milano;0;0;0;0;0;0;S. CRISTOFORO
151460003372;Milano;0;0;0;0;0;0;S. CRISTOFORO
151460003373;Milano;0;0;0;0;0;0;S. CRISTOFORO
151460003374;Milano;99;56;0;4;1;2;S. CRISTOFORO
151460003375;Milano;443;228;1;2;0;9;S. CRISTOFORO
151460003376;Milano;384;172;1;0;0;4;S. CRISTOFORO
151460003377;Milano;287;157;0;1;1;4;S. CRISTOFORO
151460003378;Milano;303;120;3;5;4;8;S. CRISTOFORO
151460003379;Milano;193;86;0;0;0;2;S. CRISTOFORO
151460003380;Milano;270;115;1;0;1;7;S. CRISTOFORO
151460003381;Milano;522;237;0;1;0;14;S. CRISTOFORO
151460003382;Milano;321;142;0;0;4;7;S. CRISTOFORO
151460003383;Milano;173;102;3;2;2;6;S. CRISTOFORO
151460003384;Milano;212;123;3;2;3;4;S. CRISTOFORO
151460003385;Milano;235;103;0;0;0;7;S. CRISTOFORO
151460003386;Milano;286;152;0;0;3;6;S. CRISTOFORO
151460003387;Milano;154;84;0;1;1;5;S. CRISTOFORO
151460003388;Milano;102;35;0;1;0;1;S. CRISTOFORO
151460003389;Milano;101;69;1;2;0;0;S. CRISTOFORO
151460003390;Milano;284;163;1;4;1;4;S. CRISTOFORO
151460003391;Milano;39;22;1;0;0;2;S. CRISTOFORO
151460003392;Milano;139;77;0;2;1;4;S. CRISTOFORO
151460003393;Milano;184;109;6;2;3;2;S. CRISTOFORO
151460003394;Milano;257;160;0;1;2;7;S. CRISTOFORO
151460003395;Milano;166;90;2;5;7;1;S. CRISTOFORO
151460003396;Milano;11;4;1;0;0;1;S. CRISTOFORO
151460003397;Milano;0;0;0;0;0;0;S. CRISTOFORO
151460003398;Milano;0;0;0;0;0;0;NAVIGLI
151460003399;Milano;7;2;0;2;0;0;NAVIGLI
151460003400;Milano;18;11;0;5;0;0;TORTONA
151460003401;Milano;0;0;0;0;0;0;GIAMBELLINO
151460003402;Milano;51;32;1;0;0;1;TORTONA
151460003403;Milano;0;0;0;0;0;0;TORTONA
151460003404;Milano;57;35;1;0;0;1;TORTONA
151460003405;Milano;62;34;3;0;1;2;TORTONA
151460003406;Milano;3;1;0;1;0;0;TORTONA
151460003407;Milano;227;124;0;0;1;4;NAVIGLI
151460003408;Milano;128;66;0;0;1;6;NAVIGLI
151460003409;Milano;204;107;1;1;2;5;NAVIGLI
151460003410;Milano;167;91;0;0;1;5;NAVIGLI
151460003411;Milano;227;117;1;1;3;6;NAVIGLI
151460003412;Milano;251;123;4;0;2;7;NAVIGLI
151460003413;Milano;75;44;2;0;0;4;NAVIGLI
151460003414;Milano;206;126;9;7;6;2;NAVIGLI
151460003415;Milano;104;64;2;0;3;2;NAVIGLI
151460003416;Milano;102;40;1;0;0;2;NAVIGLI
151460003417;Milano;223;116;0;3;0;7;NAVIGLI
151460003418;Milano;239;134;1;0;0;7;NAVIGLI
151460003419;Milano;241;115;0;3;2;6;NAVIGLI
151460003420;Milano;314;174;0;0;1;8;NAVIGLI
151460003421;Milano;155;64;0;0;0;2;NAVIGLI
151460003422;Milano;114;51;0;0;0;1;NAVIGLI
151460003423;Milano;238;113;0;0;0;8;NAVIGLI
151460003424;Milano;381;116;0;0;0;5;NAVIGLI
151460003425;Milano;232;71;0;0;0;3;NAVIGLI
151460003426;Milano;300;138;0;1;0;9;NAVIGLI
151460003427;Milano;259;135;0;0;2;6;NAVIGLI
151460003428;Milano;184;84;0;0;0;5;TORTONA
151460003429;Milano;241;107;0;0;1;7;TORTONA
151460003430;Milano;293;175;2;0;1;12;TORTONA
151460003431;Milano;18;15;3;1;0;1;TORTONA
151460003432;Milano;378;203;2;2;2;5;TORTONA
151460003433;Milano;37;22;0;0;0;1;TORTONA
151460003434;Milano;253;142;1;0;2;5;TORTONA
151460003435;Milano;261;135;0;0;2;5;TORTONA
151460003436;Milano;292;151;1;0;0;5;TORTONA
151460003437;Milano;338;161;0;4;1;7;TORTONA
151460003438;Milano;505;193;0;0;4;4;TORTONA
151460003439;Milano;183;106;0;0;0;8;TORTONA
151460003440;Milano;208;102;0;0;0;4;TORTONA
151460003441;Milano;318;151;0;0;0;3;TORTONA
151460003442;Milano;310;125;0;0;0;5;TORTONA
151460003443;Milano;239;92;0;0;0;3;TORTONA
151460003444;Milano;60;24;2;3;2;0;TORTONA
151460003445;Milano;345;194;2;0;2;10;TORTONA
151460003446;Milano;82;53;0;0;0;2;TORTONA
151460003447;Milano;271;93;0;0;0;2;TORTONA
151460003448;Milano;218;94;0;0;0;2;TORTONA
151460003449;Milano;320;131;0;0;0;1;TORTONA
151460003450;Milano;341;147;0;0;0;3;TORTONA
151460003451;Milano;172;82;0;0;0;2;TORTONA
151460003452;Milano;102;48;1;0;2;2;TORTONA
151460003453;Milano;169;83;0;0;0;9;TORTONA
151460003454;Milano;335;133;2;0;1;6;TORTONA
151460003455;Milano;427;173;0;0;0;5;TORTONA
151460003456;Milano;250;126;2;2;5;3;TORTONA
151460003457;Milano;321;149;0;2;0;7;TORTONA
151460003458;Milano;303;145;0;1;0;7;TORTONA
151460003459;Milano;96;35;0;0;0;3;TORTONA
151460003460;Milano;0;0;0;0;0;1;TORTONA
151460003461;Milano;206;104;0;0;0;6;TORTONA
151460003462;Milano;215;107;0;0;0;6;TORTONA
151460003463;Milano;189;93;0;1;0;5;TORTONA
151460003464;Milano;343;156;1;0;0;12;TORTONA
151460003465;Milano;176;86;0;0;0;8;TORTONA
151460003466;Milano;272;127;0;0;0;12;TORTONA
151460003467;Milano;213;115;0;1;1;9;TORTONA
151460003468;Milano;227;128;0;0;2;7;TORTONA
151460003469;Milano;254;116;0;0;0;5;TORTONA
151460003470;Milano;234;77;0;0;0;9;TORTONA
151460003471;-;-;-;-;-;-;-;TORTONA
151460003472;Milano;389;192;1;0;0;12;TORTONA
151460003473;Milano;248;108;0;1;0;6;TORTONA
151460003474;Milano;370;158;0;2;0;13;TORTONA
151460003475;Milano;243;109;1;0;0;7;TORTONA
151460003476;Milano;325;162;0;4;1;12;TORTONA
151460003477;Milano;116;58;0;0;1;5;TORTONA
151460003478;Milano;518;253;1;3;2;12;TORTONA
151460003479;Milano;74;30;0;0;0;3;TORTONA
151460003480;Milano;262;131;0;0;0;9;TORTONA
151460003481;Milano;208;85;0;0;0;11;TORTONA
151460003482;Milano;368;151;0;0;0;7;TORTONA
151460003483;Milano;434;180;1;0;0;9;TORTONA
151460003484;Milano;135;62;2;1;1;7;TORTONA
151460003485;Milano;0;0;0;0;0;0;TORTONA
151460003486;Milano;152;62;0;1;0;3;TORTONA
151460003487;Milano;238;114;0;1;0;9;WASHINGTON
151460003488;Milano;256;108;0;0;0;7;WASHINGTON
151460003489;Milano;0;0;0;0;0;0;WASHINGTON
151460003490;Milano;346;175;0;0;0;8;WASHINGTON
151460003491;Milano;298;155;0;0;0;6;WASHINGTON
151460003492;Milano;118;58;0;0;0;2;WASHINGTON
151460003493;Milano;272;141;0;0;0;10;WASHINGTON
151460003494;Milano;355;160;0;0;0;4;WASHINGTON
151460003495;Milano;355;171;0;0;0;15;WASHINGTON
151460003496;Milano;273;146;0;0;0;3;WASHINGTON
151460003497;Milano;173;90;0;0;0;5;WASHINGTON
151460003498;Milano;221;99;0;2;0;7;WASHINGTON
151460003499;Milano;202;94;0;2;3;7;WASHINGTON
151460003500;Milano;206;104;0;0;1;9;WASHINGTON
151460003501;Milano;274;122;0;3;1;22;WASHINGTON
151460003502;Milano;174;75;0;3;0;7;WASHINGTON
151460003503;Milano;293;133;2;1;0;5;WASHINGTON
151460003504;Milano;7;2;3;1;0;0;RONCHETTO SUL NAVIGLIO
151460003505;-;-;-;-;-;-;-;RONCHETTO SUL NAVIGLIO
151460003506;Milano;147;78;1;6;0;4;S. CRISTOFORO
151460003507;Milano;920;510;1;0;4;9;GIAMBELLINO
151460003508;Milano;303;151;4;2;4;6;GIAMBELLINO
151460003509;Milano;274;116;0;1;2;3;GIAMBELLINO
151460003510;Milano;355;169;1;1;0;6;GIAMBELLINO
151460003511;Milano;336;147;1;0;0;10;GIAMBELLINO
151460003512;Milano;221;105;0;1;0;6;GIAMBELLINO
151460003513;Milano;185;85;0;0;1;5;GIAMBELLINO
151460003514;Milano;373;179;0;0;0;9;GIAMBELLINO
151460003515;Milano;359;186;1;1;0;12;GIAMBELLINO
151460003516;Milano;361;165;0;0;0;6;GIAMBELLINO
151460003517;Milano;396;184;0;0;1;10;GIAMBELLINO
151460003518;Milano;201;93;0;0;2;6;GIAMBELLINO
151460003519;Milano;300;147;0;1;0;6;GIAMBELLINO
151460003520;Milano;315;98;0;0;0;6;GIAMBELLINO
151460003521;Milano;400;133;0;0;0;7;GIAMBELLINO
151460003522;Milano;313;116;0;0;0;7;GIAMBELLINO
151460003523;Milano;383;122;0;0;0;7;GIAMBELLINO
151460003524;Milano;423;194;0;0;0;6;GIAMBELLINO
151460003525;Milano;346;157;0;0;2;6;GIAMBELLINO
151460003526;Milano;112;61;1;1;2;2;GIAMBELLINO
151460003527;Milano;221;103;0;0;2;5;GIAMBELLINO
151460003528;Milano;330;156;0;0;0;6;GIAMBELLINO
151460003529;Milano;276;137;0;1;0;6;GIAMBELLINO
151460003530;Milano;134;70;0;0;0;6;GIAMBELLINO
151460003531;Milano;247;126;1;0;0;8;GIAMBELLINO
151460003532;Milano;290;122;0;0;1;9;GIAMBELLINO
151460003533;Milano;363;180;0;0;3;11;GIAMBELLINO
151460003534;Milano;223;98;0;0;1;7;GIAMBELLINO
151460003535;Milano;295;152;0;0;0;7;GIAMBELLINO
151460003536;Milano;204;100;0;1;0;8;GIAMBELLINO
151460003537;Milano;319;146;1;0;0;9;GIAMBELLINO
151460003538;Milano;359;144;1;3;1;7;GIAMBELLINO
151460003539;Milano;341;164;0;0;0;11;GIAMBELLINO
151460003540;Milano;160;94;0;0;0;4;GIAMBELLINO
151460003541;Milano;247;105;0;0;0;6;GIAMBELLINO
151460003542;Milano;366;154;0;0;0;2;GIAMBELLINO
151460003543;Milano;333;146;1;0;0;5;GIAMBELLINO
151460003544;Milano;518;242;0;1;3;17;GIAMBELLINO
151460003545;Milano;292;121;0;0;0;8;GIAMBELLINO
151460003546;Milano;1;0;0;1;0;0;GIAMBELLINO
151460003547;Milano;82;43;0;0;2;5;GIAMBELLINO
151460003548;Milano;134;68;0;0;0;5;BANDE NERE
151460003549;Milano;299;112;0;0;0;4;BANDE NERE
151460003550;Milano;0;0;0;0;0;0;BANDE NERE
151460003551;Milano;132;44;0;0;0;1;BANDE NERE
151460003552;Milano;221;104;0;0;0;7;BANDE NERE
151460003553;Milano;200;79;0;0;0;1;BANDE NERE
151460003554;Milano;219;91;0;0;0;3;BANDE NERE
151460003555;Milano;199;79;0;0;0;3;BANDE NERE
151460003556;Milano;373;165;0;0;0;9;BANDE NERE
151460003557;Milano;188;83;0;2;2;10;BANDE NERE
151460003558;Milano;59;32;0;1;0;3;BANDE NERE
151460003559;Milano;208;74;0;0;0;3;BANDE NERE
151460003560;Milano;27;16;0;0;0;1;BANDE NERE
151460003561;Milano;0;0;0;0;0;0;BANDE NERE
151460003562;Milano;121;47;0;0;0;2;BANDE NERE
151460003563;Milano;137;40;0;0;0;2;BANDE NERE
151460003564;Milano;212;75;0;0;0;3;BANDE NERE
151460003565;Milano;274;100;0;0;0;4;BANDE NERE
151460003566;Milano;164;59;0;0;0;2;BANDE NERE
151460003567;Milano;190;65;0;0;0;4;BANDE NERE
151460003568;Milano;368;147;1;3;0;10;BANDE NERE
151460003569;Milano;169;75;0;0;0;4;BANDE NERE
151460003570;Milano;252;86;0;0;0;7;BANDE NERE
151460003571;Milano;325;128;0;0;0;9;BANDE NERE
151460003572;Milano;176;88;0;0;1;9;BANDE NERE
151460003573;Milano;276;134;4;4;6;8;BANDE NERE
151460003574;Milano;38;15;0;5;2;1;BANDE NERE
151460003575;Milano;163;73;0;0;0;6;BANDE NERE
151460003576;Milano;294;139;0;0;0;6;BANDE NERE
151460003577;Milano;271;125;0;0;0;9;BANDE NERE
151460003578;Milano;195;95;1;0;1;4;BANDE NERE
151460003579;Milano;268;111;0;0;0;7;BANDE NERE
151460003580;Milano;283;7;0;0;1;0;BANDE NERE
151460003581;Milano;179;10;0;4;0;0;BANDE NERE
151460003582;Milano;428;198;0;2;0;9;BANDE NERE
151460003583;Milano;120;52;0;1;2;3;BANDE NERE
151460003584;Milano;111;45;0;0;1;4;BANDE NERE
151460003585;Milano;209;108;3;1;1;9;BANDE NERE
151460003586;Milano;6;1;0;4;0;0;BANDE NERE
151460003587;Milano;254;115;0;0;2;9;BANDE NERE
151460003588;Milano;116;40;3;8;2;6;BANDE NERE
151460003589;Milano;395;168;0;2;3;6;BANDE NERE
151460003590;Milano;255;100;0;0;0;4;BANDE NERE
151460003591;Milano;234;96;0;0;0;7;BANDE NERE
151460003592;Milano;0;0;0;0;0;0;BANDE NERE
151460003593;Milano;267;106;0;0;0;8;BANDE NERE
151460003594;Milano;252;94;0;0;0;5;BANDE NERE
151460003595;Milano;277;104;0;0;0;8;BANDE NERE
151460003596;Milano;152;65;0;1;0;4;BANDE NERE
151460003597;Milano;296;98;0;0;0;10;BANDE NERE
151460003598;Milano;255;87;0;0;0;6;BANDE NERE
151460003599;Milano;106;36;0;0;0;3;BANDE NERE
151460003600;Milano;163;62;0;0;0;3;BANDE NERE
151460003601;Milano;278;117;1;0;0;9;BANDE NERE
151460003602;Milano;349;150;0;1;0;3;BANDE NERE
151460003603;Milano;219;44;0;0;0;3;BANDE NERE
151460003604;Milano;337;109;0;0;0;4;BANDE NERE
151460003605;Milano;411;166;0;0;0;4;BANDE NERE
151460003606;Milano;282;111;0;0;0;3;BANDE NERE
151460003607;Milano;286;117;0;0;0;3;BANDE NERE
151460003608;Milano;268;108;0;0;0;3;BANDE NERE
151460003609;Milano;206;65;0;0;0;4;BANDE NERE
151460003610;Milano;253;102;0;0;0;6;BANDE NERE
151460003611;Milano;258;100;0;0;0;2;BANDE NERE
151460003612;Milano;454;183;0;0;0;6;BANDE NERE
151460003613;Milano;295;109;0;0;0;4;BANDE NERE
151460003614;Milano;214;86;0;0;0;3;BANDE NERE
151460003615;Milano;186;66;0;0;0;2;BANDE NERE
151460003616;Milano;339;124;0;0;0;7;BANDE NERE
151460003617;Milano;280;124;1;1;0;3;BANDE NERE
151460003618;Milano;220;93;0;0;0;2;BANDE NERE
151460003619;Milano;340;137;0;0;0;3;BANDE NERE
151460003620;Milano;271;117;0;0;0;2;BANDE NERE
151460003621;Milano;307;146;0;0;0;3;BANDE NERE
151460003622;Milano;301;130;0;0;0;3;BANDE NERE
151460003623;Milano;288;126;0;0;0;4;BANDE NERE
151460003624;Milano;260;119;0;0;0;3;BANDE NERE
151460003625;Milano;325;143;0;0;0;5;BANDE NERE
151460003626;Milano;245;100;0;0;0;5;BANDE NERE
151460003627;Milano;209;78;1;0;0;3;BANDE NERE
151460003628;Milano;168;68;0;0;0;4;BANDE NERE
151460003629;Milano;188;86;0;0;0;3;BANDE NERE
151460003630;Milano;296;113;0;0;0;3;BANDE NERE
151460003631;Milano;355;166;0;1;0;6;GIAMBELLINO
151460003632;Milano;343;175;1;1;0;5;GIAMBELLINO
151460003633;Milano;316;149;0;1;0;6;GIAMBELLINO
151460003634;Milano;322;132;1;0;0;8;GIAMBELLINO
151460003635;Milano;250;97;0;0;0;1;GIAMBELLINO
151460003636;Milano;236;112;0;0;1;4;GIAMBELLINO
151460003637;Milano;299;130;0;0;0;5;GIAMBELLINO
151460003638;Milano;298;128;0;0;0;5;GIAMBELLINO
151460003639;Milano;292;135;0;0;0;4;GIAMBELLINO
151460003640;Milano;503;221;0;0;0;6;GIAMBELLINO
151460003641;Milano;516;248;0;0;0;9;GIAMBELLINO
151460003642;Milano;261;129;0;2;0;3;GIAMBELLINO
151460003643;Milano;293;143;0;0;0;4;GIAMBELLINO
151460003644;Milano;321;152;0;0;0;6;GIAMBELLINO
151460003645;Milano;146;54;0;0;0;2;GIAMBELLINO
151460003646;Milano;159;69;0;0;0;4;GIAMBELLINO
151460003647;Milano;154;76;0;1;3;4;GIAMBELLINO
151460003648;Milano;356;164;0;1;1;9;GIAMBELLINO
151460003649;Milano;195;90;0;0;0;2;GIAMBELLINO
151460003650;Milano;203;78;0;0;0;2;GIAMBELLINO
151460003651;Milano;31;22;0;1;0;1;GIAMBELLINO
151460003652;Milano;499;227;0;1;1;3;GIAMBELLINO
151460003653;Milano;347;133;1;1;0;6;GIAMBELLINO
151460003654;Milano;351;118;0;0;0;6;GIAMBELLINO
151460003655;Milano;335;91;0;0;0;6;GIAMBELLINO
151460003656;Milano;178;73;1;1;2;4;GIAMBELLINO
151460003657;Milano;219;69;0;0;0;7;GIAMBELLINO
151460003658;Milano;247;71;0;0;0;3;GIAMBELLINO
151460003659;Milano;459;143;0;0;0;4;GIAMBELLINO
151460003660;Milano;406;123;0;0;0;8;GIAMBELLINO
151460003661;Milano;197;80;0;1;2;5;GIAMBELLINO
151460003662;Milano;299;111;0;0;0;5;GIAMBELLINO
151460003663;Milano;300;100;0;0;0;5;GIAMBELLINO
151460003664;Milano;336;121;0;0;0;7;GIAMBELLINO
151460003665;Milano;339;115;0;1;0;6;GIAMBELLINO
151460003666;Milano;212;68;0;0;0;5;GIAMBELLINO
151460003667;Milano;244;87;0;0;0;4;GIAMBELLINO
151460003668;Milano;144;42;0;0;0;3;GIAMBELLINO
151460003669;Milano;193;55;0;0;0;2;GIAMBELLINO
151460003670;Milano;200;71;0;0;0;5;GIAMBELLINO
151460003671;Milano;228;80;0;0;0;4;GIAMBELLINO
151460003672;Milano;179;67;0;0;0;4;GIAMBELLINO
151460003673;Milano;157;46;0;0;0;4;GIAMBELLINO
151460003674;Milano;211;70;0;0;0;4;GIAMBELLINO
151460003675;Milano;6;2;0;1;0;0;LORENTEGGIO
151460003676;Milano;171;52;0;0;0;4;LORENTEGGIO
151460003677;Milano;146;33;0;0;0;4;LORENTEGGIO
151460003678;Milano;281;82;0;1;0;4;LORENTEGGIO
151460003679;Milano;35;15;3;8;4;0;LORENTEGGIO
151460003680;Milano;12;4;0;3;2;0;LORENTEGGIO
151460003681;Milano;58;26;3;14;6;0;LORENTEGGIO
151460003682;Milano;27;11;0;5;2;0;LORENTEGGIO
151460003683;Milano;44;17;3;10;4;0;LORENTEGGIO
151460003684;Milano;64;26;7;7;5;2;LORENTEGGIO
151460003685;Milano;0;0;0;0;0;0;LORENTEGGIO
151460003686;Milano;124;45;5;6;0;0;LORENTEGGIO
151460003687;Milano;71;28;1;3;0;1;LORENTEGGIO
151460003688;Milano;109;38;7;4;1;0;LORENTEGGIO
151460003689;Milano;42;13;10;9;0;1;LORENTEGGIO
151460003690;Milano;57;20;13;5;2;0;LORENTEGGIO
151460003691;Milano;3;0;0;1;0;0;LORENTEGGIO
151460003692;Milano;224;98;0;0;0;1;LORENTEGGIO
151460003693;Milano;284;104;0;1;0;2;LORENTEGGIO
151460003694;Milano;275;118;0;1;0;2;LORENTEGGIO
151460003695;Milano;258;64;1;0;0;2;LORENTEGGIO
151460003696;Milano;260;111;1;0;0;2;LORENTEGGIO
151460003697;Milano;271;90;0;9;0;0;LORENTEGGIO
151460003698;Milano;302;96;0;0;0;1;LORENTEGGIO
151460003699;Milano;302;104;1;0;0;7;LORENTEGGIO
151460003700;Milano;347;126;0;0;0;8;LORENTEGGIO
151460003701;Milano;91;3;0;1;0;0;LORENTEGGIO
151460003702;Milano;288;136;0;0;0;2;LORENTEGGIO
151460003703;Milano;269;115;1;1;0;2;LORENTEGGIO
151460003704;Milano;410;178;0;3;0;3;LORENTEGGIO
151460003705;Milano;268;130;1;0;0;2;LORENTEGGIO
151460003706;Milano;3;3;0;1;0;0;LORENTEGGIO
151460003707;Milano;354;119;0;0;0;4;LORENTEGGIO
151460003708;Milano;218;88;0;0;0;5;LORENTEGGIO
151460003709;Milano;171;66;0;0;0;4;LORENTEGGIO
151460003710;Milano;130;42;0;2;0;2;LORENTEGGIO
151460003711;Milano;171;71;0;0;0;3;LORENTEGGIO
151460003712;Milano;235;101;0;0;2;7;LORENTEGGIO
151460003713;Milano;189;66;0;0;0;5;LORENTEGGIO
151460003714;Milano;354;111;0;1;0;6;LORENTEGGIO
151460003715;Milano;244;76;0;0;0;3;LORENTEGGIO
151460003716;Milano;189;84;0;0;0;4;LORENTEGGIO
151460003717;Milano;297;134;0;0;0;4;LORENTEGGIO
151460003718;Milano;250;101;0;0;0;5;LORENTEGGIO
151460003719;Milano;172;67;0;0;0;3;LORENTEGGIO
151460003720;Milano;292;103;0;0;0;3;LORENTEGGIO
151460003721;Milano;255;94;0;0;0;3;LORENTEGGIO
151460003722;Milano;230;85;1;1;0;5;LORENTEGGIO
151460003723;Milano;447;137;0;0;0;10;LORENTEGGIO
151460003724;Milano;63;33;0;0;0;3;LORENTEGGIO
151460003725;Milano;8;3;0;1;0;0;LORENTEGGIO
151460003726;Milano;355;142;0;0;0;7;LORENTEGGIO
151460003727;Milano;481;234;0;0;0;1;LORENTEGGIO
151460003728;Milano;181;63;0;0;0;4;LORENTEGGIO
151460003729;Milano;312;168;0;0;0;6;LORENTEGGIO
151460003730;Milano;493;152;0;0;0;7;LORENTEGGIO
151460003731;-;-;-;-;-;-;-;LORENTEGGIO
151460003732;Milano;0;0;0;0;0;0;LORENTEGGIO
151460003733;-;-;-;-;-;-;-;LORENTEGGIO
151460003734;Milano;477;143;0;0;0;7;LORENTEGGIO
151460003735;Milano;449;174;0;1;1;8;LORENTEGGIO
151460003736;Milano;149;78;0;1;0;2;LORENTEGGIO
151460003737;Milano;18;10;0;4;2;0;LORENTEGGIO
151460003738;Milano;240;115;0;0;4;6;LORENTEGGIO
151460003739;Milano;15;9;2;1;0;0;LORENTEGGIO
151460003741;Milano;328;137;0;0;0;5;GIAMBELLINO
151460003742;Milano;216;93;1;0;0;4;GIAMBELLINO
151460003743;Milano;261;139;0;2;0;7;GIAMBELLINO
151460003744;Milano;410;162;0;0;0;5;GIAMBELLINO
151460003746;Milano;320;129;0;0;0;4;GIAMBELLINO
151460003747;Milano;579;258;0;1;0;4;GIAMBELLINO
151460003748;Milano;151;73;1;2;0;3;GIAMBELLINO
151460003749;Milano;0;0;0;0;0;0;LORENTEGGIO
151460003750;Milano;0;0;0;0;0;0;LORENTEGGIO
151460003751;Milano;0;0;0;0;0;0;LORENTEGGIO
151460003752;Milano;0;0;0;0;0;0;LORENTEGGIO
151460003753;Milano;0;0;0;0;0;0;LORENTEGGIO
151460003754;Milano;5;2;1;0;1;0;LORENTEGGIO
151460003755;Milano;13;9;0;1;1;0;LORENTEGGIO
151460003756;Milano;0;0;0;0;0;0;LORENTEGGIO
151460003757;-;-;-;-;-;-;-;LORENTEGGIO
151460003758;Milano;141;37;0;0;0;3;FORZE ARMATE
151460003759;Milano;202;76;0;0;0;4;BANDE NERE
151460003760;Milano;206;75;0;0;0;3;BANDE NERE
151460003761;Milano;217;69;0;0;0;3;BANDE NERE
151460003762;Milano;159;53;0;0;0;2;BANDE NERE
151460003763;Milano;202;82;0;0;0;4;BANDE NERE
151460003764;Milano;362;160;0;0;0;3;BANDE NERE
151460003765;Milano;268;124;0;0;0;5;BANDE NERE
151460003766;Milano;141;64;0;0;0;3;BANDE NERE
151460003767;Milano;144;68;0;0;0;3;BANDE NERE
151460003768;Milano;252;113;0;0;0;3;BANDE NERE
151460003769;Milano;396;191;0;0;0;11;WASHINGTON
151460003770;Milano;255;113;0;1;0;10;WASHINGTON
151460003771;Milano;177;77;0;0;0;5;WASHINGTON
151460003772;Milano;166;85;0;1;0;5;WASHINGTON
151460003773;Milano;86;19;3;0;0;2;WASHINGTON
151460003774;Milano;331;150;2;0;1;7;WASHINGTON
151460003775;Milano;123;45;0;1;3;4;WASHINGTON
151460003776;Milano;87;32;0;2;2;3;WASHINGTON
151460003777;Milano;118;56;0;2;1;4;WASHINGTON
151460003778;Milano;147;70;0;0;0;7;WASHINGTON
151460003779;Milano;116;50;0;0;0;2;WASHINGTON
151460003780;Milano;332;146;2;0;0;7;WASHINGTON
151460003781;Milano;234;95;0;0;0;6;WASHINGTON
151460003782;Milano;230;103;0;0;0;6;WASHINGTON
151460003783;Milano;260;109;0;0;0;6;WASHINGTON
151460003784;Milano;210;82;1;0;0;5;WASHINGTON
151460003785;Milano;150;56;0;0;0;2;WASHINGTON
151460003786;Milano;205;93;0;0;0;9;WASHINGTON
151460003787;Milano;380;162;0;0;0;11;WASHINGTON
151460003788;Milano;267;122;1;0;0;11;WASHINGTON
151460003789;Milano;224;97;0;0;0;1;WASHINGTON
151460003790;Milano;239;97;0;0;0;3;WASHINGTON
151460003791;Milano;223;101;0;0;0;3;WASHINGTON
151460003792;Milano;181;74;0;0;0;3;WASHINGTON
151460003793;Milano;128;44;0;14;4;2;WASHINGTON
151460003794;Milano;163;76;0;0;0;6;WASHINGTON
151460003795;Milano;276;114;1;0;0;7;WASHINGTON
151460003796;Milano;71;29;0;22;0;0;WASHINGTON
151460003797;Milano;96;43;0;23;1;1;WASHINGTON
151460003798;Milano;217;122;0;1;0;6;WASHINGTON
151460003799;Milano;207;85;0;0;0;4;WASHINGTON
151460003800;Milano;238;114;0;0;0;4;WASHINGTON
151460003801;Milano;216;87;0;0;0;5;WASHINGTON
151460003802;-;-;-;-;-;-;-;WASHINGTON
151460003803;Milano;229;94;1;1;0;7;WASHINGTON
151460003804;Milano;295;155;0;0;0;4;WASHINGTON
151460003805;Milano;301;116;0;0;0;6;WASHINGTON
151460003806;Milano;326;146;0;1;1;7;WASHINGTON
151460003807;Milano;261;129;0;0;0;10;WASHINGTON
151460003808;Milano;84;38;6;3;2;2;WASHINGTON
151460003809;Milano;190;97;2;0;0;9;WASHINGTON
151460003810;Milano;284;121;0;1;0;8;WASHINGTON
151460003811;Milano;360;176;2;0;1;11;WASHINGTON
151460003812;Milano;285;120;0;0;0;8;WASHINGTON
151460003813;Milano;234;121;0;0;0;10;WASHINGTON
151460003814;Milano;139;65;0;0;0;5;WASHINGTON
151460003815;Milano;246;124;2;0;1;7;WASHINGTON
151460003816;Milano;355;166;2;0;2;12;WASHINGTON
151460003817;Milano;279;150;1;1;0;11;WASHINGTON
151460003818;Milano;222;109;0;0;0;8;WASHINGTON
151460003819;Milano;44;20;0;0;1;4;WASHINGTON
151460003820;Milano;300;130;0;0;0;8;WASHINGTON
