SEZ2011;COMUNE;P1;P61;E17;E18;E19;E20;NIL
151460001589;Milano;226;101;0;1;0;6;CITTA' STUDI
151460001590;Milano;165;73;1;1;0;9;CITTA' STUDI
151460001591;Milano;314;147;0;1;0;8;CITTA' STUDI
151460001592;Milano;268;112;0;1;0;8;CITTA' STUDI
151460001593;Milano;0;0;0;0;0;0;CITTA' STUDI
151460001594;Milano;61;30;0;0;0;2;CITTA' STUDI
151460001595;Milano;240;91;0;0;0;3;CITTA' STUDI
151460001596;Milano;311;137;0;0;1;10;BUENOS AIRES - VENEZIA
151460001597;Milano;269;130;0;1;1;11;BUENOS AIRES - VENEZIA
151460001598;Milano;242;114;0;0;0;7;BUENOS AIRES - VENEZIA
151460001599;Milano;253;147;0;3;1;7;BUENOS AIRES - VENEZIA
151460001600;Milano;341;169;1;0;0;13;BUENOS AIRES - VENEZIA
151460001601;Milano;524;259;3;4;2;17;BUENOS AIRES - VENEZIA
151460001602;Milano;57;31;0;0;0;2;BUENOS AIRES - VENEZIA
151460001603;Milano;326;176;1;1;3;16;BUENOS AIRES - VENEZIA
151460001604;Milano;233;103;0;1;0;8;BUENOS AIRES - VENEZIA
151460001605;Milano;202;100;0;0;0;7;BUENOS AIRES - VENEZIA
151460001606;Milano;252;116;0;0;0;7;BUENOS AIRES - VENEZIA
151460001607;Milano;109;42;0;0;0;1;BUENOS AIRES - VENEZIA
151460001608;Milano;333;163;0;3;2;16;BUENOS AIRES - VENEZIA
151460001609;Milano;345;162;0;1;0;12;BUENOS AIRES - VENEZIA
151460001610;Milano;208;98;0;0;0;7;BUENOS AIRES - VENEZIA
151460001611;Milano;395;184;0;1;0;14;BUENOS AIRES - VENEZIA
151460001612;Milano;395;155;0;0;0;6;CITTA' STUDI
151460001613;Milano;193;84;2;1;0;4;CITTA' STUDI
151460001614;Milano;369;179;2;2;0;10;BUENOS AIRES - VENEZIA
151460001615;Milano;287;136;0;1;0;11;BUENOS AIRES - VENEZIA
151460001616;Milano;297;148;2;1;0;11;BUENOS AIRES - VENEZIA
151460001617;Milano;268;137;0;0;0;12;BUENOS AIRES - VENEZIA
151460001618;Milano;243;105;1;4;4;9;BUENOS AIRES - VENEZIA
151460001619;Milano;0;0;0;0;0;0;BUENOS AIRES - VENEZIA
151460001620;Milano;223;102;0;2;0;5;BUENOS AIRES - VENEZIA
151460001621;Milano;427;170;0;1;0;8;BUENOS AIRES - VENEZIA
151460001622;Milano;308;164;0;0;0;11;BUENOS AIRES - VENEZIA
151460001623;Milano;202;102;0;0;0;5;BUENOS AIRES - VENEZIA
151460001624;Milano;375;169;0;1;0;6;BUENOS AIRES - VENEZIA
151460001625;Milano;310;133;1;0;0;5;BUENOS AIRES - VENEZIA
151460001626;Milano;387;149;0;1;1;7;BUENOS AIRES - VENEZIA
151460001627;Milano;311;135;4;2;0;5;BUENOS AIRES - VENEZIA
151460001628;Milano;261;87;0;0;0;5;BUENOS AIRES - VENEZIA
151460001629;Milano;294;139;0;0;0;8;BUENOS AIRES - VENEZIA
151460001630;Milano;367;176;0;0;0;3;BUENOS AIRES - VENEZIA
151460001631;Milano;458;217;0;2;0;12;BUENOS AIRES - VENEZIA
151460001632;Milano;0;0;0;0;1;0;BUENOS AIRES - VENEZIA
151460001633;Milano;46;20;0;0;1;5;BUENOS AIRES - VENEZIA
151460001634;Milano;181;80;0;0;1;3;BUENOS AIRES - VENEZIA
151460001635;Milano;318;142;0;0;0;7;CITTA' STUDI
151460001636;Milano;127;60;0;0;0;3;CITTA' STUDI
151460001637;Milano;29;16;0;0;0;1;CITTA' STUDI
151460001638;Milano;343;151;0;0;0;10;CITTA' STUDI
151460001639;Milano;53;33;0;0;0;17;CITTA' STUDI
151460001640;Milano;273;90;0;0;0;3;CITTA' STUDI
151460001641;Milano;0;0;0;0;0;0;CITTA' STUDI
151460001642;Milano;35;16;1;0;2;2;CITTA' STUDI
151460001643;Milano;274;95;0;0;0;2;CITTA' STUDI
151460001644;Milano;248;94;0;0;0;2;CITTA' STUDI
151460001645;Milano;126;51;0;0;0;3;BUENOS AIRES - VENEZIA
151460001646;Milano;350;142;0;0;1;6;BUENOS AIRES - VENEZIA
151460001647;Milano;198;61;0;0;0;7;BUENOS AIRES - VENEZIA
151460001648;Milano;8;4;0;0;0;1;BUENOS AIRES - VENEZIA
151460001649;Milano;170;93;0;0;0;7;BUENOS AIRES - VENEZIA
15146000164;-;-;-;-;-;-;-;DUOMO
151460001650;Milano;129;61;0;1;43;1;BUENOS AIRES - VENEZIA
151460001651;Milano;88;37;0;0;12;11;BUENOS AIRES - VENEZIA
151460001652;Milano;162;81;0;0;0;12;BUENOS AIRES - VENEZIA
151460001653;Milano;224;70;0;0;3;6;BUENOS AIRES - VENEZIA
151460001654;Milano;0;0;0;0;0;0;CITTA' STUDI
151460001655;Milano;267;110;0;0;0;4;CITTA' STUDI
151460001656;Milano;237;87;0;0;0;5;CITTA' STUDI
151460001657;Milano;116;56;0;0;36;5;CITTA' STUDI
151460001658;Milano;137;57;0;0;0;1;CITTA' STUDI
151460001659;Milano;286;135;0;0;0;9;CITTA' STUDI
151460001660;Milano;380;176;1;1;0;17;CITTA' STUDI
151460001661;Milano;245;106;0;0;0;3;CITTA' STUDI
151460001662;Milano;239;100;0;1;0;7;CITTA' STUDI
151460001663;Milano;375;181;0;0;0;13;BUENOS AIRES - VENEZIA
151460001664;Milano;196;106;1;0;0;7;BUENOS AIRES - VENEZIA
151460001665;Milano;221;101;1;0;0;6;BUENOS AIRES - VENEZIA
151460001666;Milano;68;37;0;0;0;1;BUENOS AIRES - VENEZIA
151460001667;Milano;289;123;0;0;1;12;BUENOS AIRES - VENEZIA
151460001668;Milano;174;78;0;0;0;4;BUENOS AIRES - VENEZIA
151460001669;Milano;262;118;0;0;1;11;BUENOS AIRES - VENEZIA
151460001670;Milano;223;103;0;1;0;9;BUENOS AIRES - VENEZIA
151460001671;Milano;398;173;0;0;0;8;BUENOS AIRES - VENEZIA
151460001672;Milano;343;158;0;0;0;16;BUENOS AIRES - VENEZIA
151460001673;Milano;133;60;0;0;2;30;BUENOS AIRES - VENEZIA
151460001674;Milano;277;128;0;1;4;7;BUENOS AIRES - VENEZIA
151460001675;Milano;175;82;0;0;0;5;BUENOS AIRES - VENEZIA
151460001676;Milano;115;53;0;0;0;3;CITTA' STUDI
151460001677;Milano;428;184;0;0;0;7;CITTA' STUDI
151460001678;Milano;420;173;0;0;0;13;CITTA' STUDI
151460001679;Milano;418;196;2;0;1;12;CITTA' STUDI
151460001680;Milano;0;0;0;0;0;0;CITTA' STUDI
151460001681;Milano;235;95;0;1;0;4;CITTA' STUDI
151460001682;Milano;286;124;0;0;0;8;CITTA' STUDI
151460001683;Milano;309;114;0;0;0;4;CITTA' STUDI
151460001684;Milano;289;123;0;1;0;4;CITTA' STUDI
151460001685;Milano;334;134;0;0;0;6;CITTA' STUDI
151460001686;Milano;323;133;0;0;0;3;CITTA' STUDI
151460001687;Milano;195;78;0;0;0;1;CITTA' STUDI
151460001688;Milano;319;130;0;0;0;3;CITTA' STUDI
151460001689;Milano;332;151;0;0;2;6;CITTA' STUDI
151460001690;Milano;296;144;1;0;0;12;CITTA' STUDI
151460001691;Milano;354;180;2;0;1;18;CITTA' STUDI
151460001692;Milano;237;115;0;0;0;4;CITTA' STUDI
151460001693;Milano;245;119;0;0;0;5;CITTA' STUDI
151460001694;Milano;254;85;0;0;0;5;CITTA' STUDI
151460001695;Milano;193;101;0;0;0;7;CITTA' STUDI
151460001696;Milano;111;54;0;0;0;1;CITTA' STUDI
151460001697;Milano;144;73;0;0;0;6;CITTA' STUDI
151460001698;Milano;48;21;1;1;8;5;CITTA' STUDI
151460001699;Milano;433;197;0;0;0;16;CITTA' STUDI
151460001700;Milano;338;147;1;1;1;11;CITTA' STUDI
151460001701;Milano;143;64;0;0;2;10;CITTA' STUDI
151460001702;Milano;308;147;0;0;0;9;CITTA' STUDI
151460001703;Milano;273;129;0;0;0;6;CITTA' STUDI
151460001704;Milano;24;1;0;1;0;0;CITTA' STUDI
151460001705;Milano;274;126;1;0;0;9;CITTA' STUDI
151460001706;Milano;275;133;0;1;1;11;CITTA' STUDI
151460001707;Milano;289;110;0;0;0;3;CITTA' STUDI
151460001708;Milano;231;96;0;0;0;5;CITTA' STUDI
151460001709;Milano;213;78;0;0;0;3;CITTA' STUDI
151460001710;Milano;242;80;0;0;0;3;CITTA' STUDI
151460001711;Milano;170;78;0;0;1;6;CITTA' STUDI
151460001712;Milano;114;56;0;0;0;5;CITTA' STUDI
151460001713;Milano;284;119;0;0;0;4;CITTA' STUDI
151460001714;Milano;329;151;0;0;0;5;CITTA' STUDI
151460001715;Milano;185;81;0;0;0;3;CITTA' STUDI
151460001716;Milano;339;162;0;1;0;4;CITTA' STUDI
151460001717;Milano;338;144;1;0;1;4;CITTA' STUDI
151460001718;Milano;343;188;0;0;1;10;CITTA' STUDI
151460001719;Milano;194;88;0;0;1;7;CITTA' STUDI
151460001720;Milano;251;109;0;0;0;7;CITTA' STUDI
151460001721;Milano;187;94;0;0;2;9;CITTA' STUDI
151460001722;Milano;280;127;0;0;0;9;CITTA' STUDI
151460001723;Milano;220;91;0;1;0;6;CITTA' STUDI
151460001724;Milano;288;130;0;3;0;9;CITTA' STUDI
151460001725;Milano;264;133;0;0;0;12;CITTA' STUDI
151460001726;Milano;348;146;2;0;0;8;CITTA' STUDI
151460001727;Milano;5;3;0;0;0;1;CITTA' STUDI
151460001728;-;-;-;-;-;-;-;CITTA' STUDI
151460001729;Milano;1;1;0;1;0;0;CITTA' STUDI
151460001730;Milano;2;0;0;1;0;0;CITTA' STUDI
151460001731;Milano;6;4;0;2;0;0;CITTA' STUDI
151460001732;Milano;14;6;0;0;0;1;CITTA' STUDI
151460001733;Milano;0;0;0;0;0;0;CITTA' STUDI
151460001734;Milano;7;4;0;2;0;0;CITTA' STUDI
151460001735;Milano;78;36;0;0;1;3;CITTA' STUDI
151460001736;Milano;260;129;0;1;1;11;CITTA' STUDI
151460001737;Milano;328;177;0;1;1;12;CITTA' STUDI
151460001738;Milano;29;16;0;4;0;1;CITTA' STUDI
151460001739;Milano;0;0;0;0;0;0;CITTA' STUDI
151460001740;Milano;2;1;0;1;0;0;CITTA' STUDI
151460001741;Milano;14;10;0;0;1;0;CITTA' STUDI
151460001742;Milano;8;7;0;1;0;0;CITTA' STUDI
151460001743;Milano;153;74;0;0;0;4;CITTA' STUDI
151460001744;Milano;132;57;0;0;0;7;CITTA' STUDI
151460001745;Milano;110;47;0;0;0;4;CITTA' STUDI
151460001746;Milano;360;170;1;0;0;12;CITTA' STUDI
151460001747;Milano;278;134;1;1;0;7;CITTA' STUDI
151460001748;Milano;213;94;0;0;0;9;CITTA' STUDI
151460001749;Milano;284;137;0;0;0;11;CITTA' STUDI
151460001750;Milano;172;81;0;0;0;6;CITTA' STUDI
151460001751;Milano;200;88;0;0;0;6;CITTA' STUDI
151460001752;Milano;430;175;0;0;1;8;CITTA' STUDI
151460001753;Milano;278;122;0;0;0;3;CITTA' STUDI
151460001754;Milano;7;4;0;2;0;0;CITTA' STUDI
151460001755;Milano;536;271;1;1;0;14;CITTA' STUDI
151460001756;Milano;396;159;0;0;1;9;CITTA' STUDI
151460001757;Milano;36;24;0;1;0;1;CITTA' STUDI
151460001758;Milano;355;187;0;0;0;12;CITTA' STUDI
151460001759;Milano;241;122;0;0;0;7;CITTA' STUDI
151460001760;Milano;325;162;2;1;0;15;CITTA' STUDI
151460001761;Milano;326;152;0;0;0;6;CITTA' STUDI
151460001762;Milano;284;126;1;2;0;4;CITTA' STUDI
151460001763;Milano;149;87;1;0;0;4;CITTA' STUDI
151460001764;Milano;323;171;0;0;0;11;CITTA' STUDI
151460001765;Milano;194;90;0;1;4;5;CITTA' STUDI
151460001766;Milano;275;136;0;0;0;9;CITTA' STUDI
151460001767;Milano;0;0;0;0;0;0;CITTA' STUDI
151460001768;Milano;265;133;0;2;0;9;CITTA' STUDI
151460001769;Milano;383;190;0;0;0;17;CITTA' STUDI
151460001770;Milano;188;87;0;0;0;9;CITTA' STUDI
151460001771;Milano;157;83;0;0;3;8;CITTA' STUDI
151460001772;Milano;186;91;0;5;5;16;CITTA' STUDI
151460001773;Milano;344;156;1;0;1;12;CITTA' STUDI
151460001774;Milano;207;72;0;0;0;4;CITTA' STUDI
151460001775;Milano;321;149;0;1;1;8;CITTA' STUDI
151460001776;Milano;276;128;0;0;0;8;CITTA' STUDI
151460001777;Milano;405;171;0;0;0;9;CITTA' STUDI
151460001778;Milano;344;168;0;2;0;14;CITTA' STUDI
151460001779;Milano;312;141;2;4;0;12;CITTA' STUDI
151460001780;Milano;362;165;2;4;1;8;CITTA' STUDI
151460001781;Milano;189;85;0;6;2;7;CITTA' STUDI
151460001782;Milano;160;80;0;0;0;6;CITTA' STUDI
151460001783;Milano;280;136;0;0;0;1;CITTA' STUDI
151460001784;Milano;349;183;2;0;1;8;CITTA' STUDI
151460001785;Milano;107;52;0;11;7;7;CITTA' STUDI
151460001786;Milano;214;100;0;7;6;4;CITTA' STUDI
151460001787;Milano;121;63;0;0;2;7;CITTA' STUDI
151460001788;Milano;90;44;0;0;3;4;CITTA' STUDI
151460001789;Milano;47;35;0;0;3;4;CITTA' STUDI
151460001790;Milano;465;221;0;0;0;5;CITTA' STUDI
151460001791;Milano;396;178;0;2;1;8;CITTA' STUDI
151460001792;Milano;168;97;0;0;2;6;CITTA' STUDI
151460001793;Milano;379;191;2;4;0;9;CITTA' STUDI
151460001794;Milano;226;108;10;0;0;3;CITTA' STUDI
151460001795;Milano;250;105;1;2;2;7;LORETO
151460001796;Milano;414;202;0;1;2;10;LORETO
151460001797;Milano;410;223;2;1;0;12;LORETO
151460001798;Milano;256;121;0;1;1;10;LORETO
151460001799;Milano;352;159;3;3;0;11;LORETO
151460001800;Milano;75;23;0;1;1;2;LORETO
151460001801;Milano;271;146;0;0;1;8;LORETO
151460001802;Milano;228;108;0;9;1;6;LORETO
151460001803;Milano;337;151;0;0;0;9;LORETO
151460001804;Milano;305;142;0;8;1;4;LORETO
151460001805;Milano;309;146;3;1;4;13;LORETO
151460001806;Milano;340;174;1;4;3;14;LORETO
151460001807;Milano;166;72;1;2;2;6;LORETO
151460001808;Milano;136;39;1;2;5;4;LORETO
151460001809;Milano;401;201;1;7;5;16;LORETO
151460001810;Milano;426;227;0;1;0;14;LORETO
151460001811;Milano;498;260;0;3;0;13;LORETO
151460001812;Milano;165;76;2;0;2;6;LORETO
151460001813;Milano;278;151;0;0;0;12;LORETO
151460001814;Milano;0;0;0;1;0;0;LORETO
151460001815;Milano;331;136;0;0;1;7;LORETO
151460001816;Milano;326;154;0;1;0;7;LORETO
151460001817;Milano;299;163;0;0;0;6;LORETO
151460001818;Milano;199;99;0;1;1;5;LORETO
151460001819;Milano;258;116;0;0;0;2;LORETO
151460001820;Milano;415;164;0;0;0;1;LORETO
151460001821;Milano;190;100;0;1;0;4;PARCO LAMBRO - CIMIANO
151460001822;Milano;279;106;0;0;0;1;PARCO LAMBRO - CIMIANO
151460001823;Milano;247;99;0;0;0;2;PARCO LAMBRO - CIMIANO
151460001824;Milano;454;217;0;0;0;5;PARCO LAMBRO - CIMIANO
151460001825;Milano;212;97;1;0;0;9;PARCO LAMBRO - CIMIANO
151460001826;Milano;267;82;0;0;0;2;PARCO LAMBRO - CIMIANO
151460001827;Milano;295;103;0;0;0;4;PARCO LAMBRO - CIMIANO
151460001828;Milano;142;76;0;0;0;3;PARCO LAMBRO - CIMIANO
151460001829;Milano;0;0;0;0;0;0;PARCO LAMBRO - CIMIANO
151460001830;Milano;391;179;0;0;0;8;PARCO LAMBRO - CIMIANO
151460001831;Milano;100;45;0;1;2;2;PARCO LAMBRO - CIMIANO
151460001832;Milano;260;122;0;0;0;5;PARCO LAMBRO - CIMIANO
151460001833;Milano;89;52;0;1;0;3;PARCO LAMBRO - CIMIANO
151460001834;Milano;163;82;0;0;0;4;PARCO LAMBRO - CIMIANO
151460001835;Milano;294;140;0;0;1;3;PARCO LAMBRO - CIMIANO
151460001836;Milano;142;62;0;0;0;3;PARCO LAMBRO - CIMIANO
151460001837;Milano;301;108;0;0;0;7;PARCO LAMBRO - CIMIANO
151460001838;Milano;44;21;2;0;0;1;PARCO LAMBRO - CIMIANO
151460001839;Milano;195;96;1;0;0;4;PARCO LAMBRO - CIMIANO
151460001840;Milano;242;94;0;0;0;5;PARCO LAMBRO - CIMIANO
151460001841;Milano;212;100;0;0;0;4;PARCO LAMBRO - CIMIANO
151460001842;Milano;294;142;0;0;0;6;PARCO LAMBRO - CIMIANO
151460001843;Milano;137;65;0;0;0;3;PARCO LAMBRO - CIMIANO
151460001844;Milano;198;102;0;0;0;5;PARCO LAMBRO - CIMIANO
151460001845;Milano;0;0;0;0;0;0;PARCO LAMBRO - CIMIANO
151460001846;Milano;206;85;0;0;0;4;PARCO LAMBRO - CIMIANO
151460001847;Milano;0;0;0;0;0;0;PARCO LAMBRO - CIMIANO
151460001848;Milano;119;45;0;0;0;1;PARCO LAMBRO - CIMIANO
151460001849;Milano;143;49;0;1;0;4;PARCO LAMBRO - CIMIANO
151460001850;Milano;252;146;0;0;0;7;PARCO LAMBRO - CIMIANO
151460001851;Milano;164;56;0;0;0;3;PARCO LAMBRO - CIMIANO
151460001852;Milano;177;53;0;1;0;4;PARCO LAMBRO - CIMIANO
151460001853;Milano;207;58;3;4;2;4;PARCO LAMBRO - CIMIANO
151460001854;Milano;150;58;0;0;0;5;PARCO LAMBRO - CIMIANO
151460001855;Milano;50;30;0;0;0;2;PARCO LAMBRO - CIMIANO
151460001856;Milano;39;19;0;0;0;1;PARCO LAMBRO - CIMIANO
151460001857;Milano;233;136;0;1;2;3;PARCO LAMBRO - CIMIANO
151460001858;Milano;141;56;0;1;2;4;PARCO LAMBRO - CIMIANO
151460001859;Milano;215;75;0;0;0;5;PARCO LAMBRO - CIMIANO
151460001860;Milano;224;78;0;0;0;5;PARCO LAMBRO - CIMIANO
151460001861;Milano;233;94;0;0;0;5;PARCO LAMBRO - CIMIANO
151460001862;Milano;336;123;0;2;0;6;PARCO LAMBRO - CIMIANO
151460001863;Milano;60;22;2;0;2;0;PARCO LAMBRO - CIMIANO
151460001864;-;-;-;-;-;-;-;PARCO LAMBRO - CIMIANO
151460001865;Milano;197;71;0;0;7;0;PARCO LAMBRO - CIMIANO
151460001866;Milano;0;0;0;0;0;0;PARCO LAMBRO - CIMIANO
151460001867;Milano;312;101;0;0;0;2;PARCO LAMBRO - CIMIANO
151460001868;Milano;331;109;1;1;1;3;PARCO LAMBRO - CIMIANO
151460001869;Milano;601;277;0;0;0;1;PARCO LAMBRO - CIMIANO
151460001870;Milano;333;110;0;0;0;2;PARCO LAMBRO - CIMIANO
151460001871;Milano;432;156;2;1;0;2;PARCO LAMBRO - CIMIANO
151460001872;Milano;0;0;0;0;0;0;PARCO LAMBRO - CIMIANO
151460001873;Milano;165;78;0;0;1;0;PARCO LAMBRO - CIMIANO
151460001874;Milano;9;6;0;1;1;0;PARCO LAMBRO - CIMIANO
151460001875;Milano;1;0;1;0;0;0;PARCO LAMBRO - CIMIANO
151460001876;Milano;22;1;0;0;1;0;PARCO LAMBRO - CIMIANO
151460001877;Milano;0;0;1;0;0;0;PARCO LAMBRO - CIMIANO
151460001878;Milano;6;4;0;0;0;0;PARCO LAMBRO - CIMIANO
151460001879;-;-;-;-;-;-;-;PARCO LAMBRO - CIMIANO
151460001880;Milano;0;0;0;0;0;0;PARCO LAMBRO - CIMIANO
151460001881;Milano;60;31;2;4;3;0;PARCO LAMBRO - CIMIANO
151460001882;Milano;0;0;0;0;0;0;PARCO LAMBRO - CIMIANO
151460001883;Milano;33;17;1;3;0;0;PARCO LAMBRO - CIMIANO
151460001884;Milano;22;14;0;3;1;0;PARCO LAMBRO - CIMIANO
151460001885;Milano;337;133;0;0;0;2;PARCO LAMBRO - CIMIANO
151460001886;Milano;263;107;0;0;0;1;PARCO LAMBRO - CIMIANO
151460001887;Milano;349;127;0;0;0;8;PARCO LAMBRO - CIMIANO
151460001888;Milano;348;136;0;0;0;7;PARCO LAMBRO - CIMIANO
151460001889;Milano;243;107;0;0;0;5;PARCO LAMBRO - CIMIANO
151460001890;Milano;266;101;0;0;0;6;PARCO LAMBRO - CIMIANO
151460001891;Milano;341;145;0;0;0;2;PARCO LAMBRO - CIMIANO
151460001892;Milano;363;126;0;0;0;1;PARCO LAMBRO - CIMIANO
151460001893;Milano;75;29;0;0;0;1;PARCO LAMBRO - CIMIANO
151460001894;Milano;308;131;0;0;0;3;PARCO LAMBRO - CIMIANO
151460001895;Milano;256;101;0;0;0;3;PARCO LAMBRO - CIMIANO
151460001896;Milano;121;43;0;0;0;1;PARCO LAMBRO - CIMIANO
151460001897;Milano;399;165;0;0;0;4;PARCO LAMBRO - CIMIANO
151460001898;Milano;436;137;0;0;0;4;PARCO LAMBRO - CIMIANO
151460001899;Milano;389;169;1;0;0;2;PARCO LAMBRO - CIMIANO
151460001900;Milano;247;118;2;0;3;6;PARCO LAMBRO - CIMIANO
151460001901;Milano;206;96;2;0;0;5;PARCO LAMBRO - CIMIANO
151460001902;Milano;352;161;0;0;0;3;PARCO LAMBRO - CIMIANO
151460001903;Milano;314;140;1;0;0;3;PARCO LAMBRO - CIMIANO
151460001904;Milano;506;174;1;0;0;3;PARCO LAMBRO - CIMIANO
151460001905;Milano;249;105;4;4;0;4;PARCO LAMBRO - CIMIANO
151460001906;Milano;100;44;0;0;0;2;PARCO LAMBRO - CIMIANO
151460001907;Milano;183;64;0;0;0;3;PARCO LAMBRO - CIMIANO
151460001908;Milano;184;69;0;0;0;2;PARCO LAMBRO - CIMIANO
151460001909;Milano;110;41;0;0;1;3;PARCO LAMBRO - CIMIANO
151460001910;Milano;177;67;4;1;0;4;PARCO LAMBRO - CIMIANO
151460001911;Milano;345;150;1;0;1;8;PARCO LAMBRO - CIMIANO
151460001912;Milano;180;78;0;0;0;3;PARCO LAMBRO - CIMIANO
151460001913;Milano;196;101;0;0;1;6;PARCO LAMBRO - CIMIANO
151460001914;Milano;225;107;0;0;3;9;PARCO LAMBRO - CIMIANO
151460001915;Milano;7;1;0;2;0;0;LAMBRATE
151460001916;Milano;323;150;4;2;2;4;LAMBRATE
151460001917;Milano;189;92;0;0;0;8;LAMBRATE
151460001918;Milano;47;24;0;1;5;0;LAMBRATE
151460001919;Milano;429;201;0;0;0;5;LAMBRATE
151460001920;Milano;247;127;8;8;1;5;LAMBRATE
151460001921;Milano;267;147;8;1;1;3;LAMBRATE
151460001922;Milano;205;86;1;1;2;1;LAMBRATE
151460001923;Milano;359;193;5;5;4;3;LAMBRATE
151460001924;Milano;228;103;0;4;2;8;LAMBRATE
151460001925;Milano;255;112;1;1;4;8;LAMBRATE
151460001926;Milano;4;4;0;0;1;0;LAMBRATE
151460001927;Milano;25;12;0;1;5;0;LAMBRATE
151460001928;Milano;4;2;0;1;0;0;LAMBRATE
151460001929;Milano;38;20;0;0;2;0;LAMBRATE
151460001930;Milano;0;0;0;0;0;0;LAMBRATE
151460001931;Milano;5;4;0;1;0;1;LAMBRATE
151460001932;Milano;0;0;0;0;0;0;LAMBRATE
151460001933;Milano;0;0;0;1;0;0;LAMBRATE
151460001935;Milano;97;48;1;1;1;3;LAMBRATE
151460001936;Milano;398;167;2;5;2;12;LAMBRATE
151460001937;Milano;119;56;2;2;4;3;LAMBRATE
151460001938;Milano;123;46;0;1;0;3;LAMBRATE
151460001939;Milano;37;19;0;1;3;1;LAMBRATE
151460001940;Milano;334;86;0;0;1;11;LAMBRATE
151460001941;Milano;102;30;2;1;2;3;LAMBRATE
151460001942;Milano;3;3;0;1;0;0;LAMBRATE
151460001943;Milano;84;42;0;1;0;3;LAMBRATE
151460001944;Milano;0;0;0;0;0;0;LAMBRATE
151460001945;Milano;29;12;1;0;1;1;LAMBRATE
151460001946;Milano;5;5;0;2;0;0;LAMBRATE
151460001947;Milano;183;71;0;0;1;3;LAMBRATE
151460001948;Milano;344;130;0;0;0;5;LAMBRATE
151460001949;Milano;248;119;0;1;0;2;LAMBRATE
151460001950;Milano;0;0;0;0;0;0;LAMBRATE
151460001951;Milano;125;73;0;1;5;13;LAMBRATE
151460001952;Milano;407;177;1;1;4;15;LAMBRATE
151460001953;Milano;410;183;4;0;0;8;LAMBRATE
151460001954;Milano;13;2;0;2;1;0;LAMBRATE
151460001955;Milano;0;0;0;1;0;0;LAMBRATE
151460001956;Milano;80;43;7;5;4;0;PARCO FORLANINI - ORTICA
151460001957;Milano;7;0;2;1;0;1;PARCO FORLANINI - ORTICA
151460001958;Milano;21;3;0;0;0;1;PARCO FORLANINI - ORTICA
151460001959;Milano;98;52;0;0;0;3;PARCO FORLANINI - ORTICA
151460001960;Milano;182;84;1;1;3;2;LAMBRATE
151460001961;Milano;338;184;2;1;1;9;LAMBRATE
151460001962;Milano;278;111;0;2;1;4;LAMBRATE
151460001963;Milano;42;17;0;0;0;3;LAMBRATE
151460001964;Milano;3;2;0;0;1;0;LAMBRATE
151460001965;Milano;188;89;0;1;0;3;LAMBRATE
151460001966;Milano;0;0;0;0;0;0;LAMBRATE
151460001967;Milano;150;92;3;2;0;1;PARCO FORLANINI - ORTICA
151460001968;Milano;52;29;3;5;1;0;PARCO FORLANINI - ORTICA
151460001969;Milano;36;14;1;0;0;1;PARCO FORLANINI - ORTICA
151460001970;Milano;33;16;4;1;1;1;PARCO FORLANINI - ORTICA
151460001971;Milano;51;24;3;5;0;2;PARCO FORLANINI - ORTICA
151460001972;Milano;0;0;0;0;0;0;PARCO FORLANINI - ORTICA
151460001973;Milano;11;11;0;1;0;0;PARCO FORLANINI - ORTICA
151460001974;Milano;328;164;1;2;0;12;XXII MARZO
151460001975;Milano;148;98;0;0;0;3;XXII MARZO
151460001976;Milano;204;105;0;0;0;7;XXII MARZO
151460001977;Milano;332;170;0;0;0;10;XXII MARZO
151460001978;Milano;238;109;0;1;0;5;XXII MARZO
151460001979;Milano;108;49;2;1;1;3;XXII MARZO
151460001980;Milano;154;73;2;1;0;4;XXII MARZO
151460001981;Milano;171;73;1;0;0;5;XXII MARZO
151460001982;Milano;187;94;1;0;2;9;XXII MARZO
151460001983;Milano;165;86;0;0;1;8;XXII MARZO
151460001984;Milano;392;176;0;0;0;11;XXII MARZO
151460001985;Milano;311;163;0;0;0;10;XXII MARZO
151460001986;Milano;299;147;0;0;1;5;XXII MARZO
151460001987;Milano;140;57;0;0;0;3;XXII MARZO
151460001988;Milano;300;139;0;0;1;12;XXII MARZO
151460001989;Milano;113;57;1;0;1;5;XXII MARZO
151460001990;Milano;214;103;0;0;0;4;XXII MARZO
151460001991;Milano;349;156;0;0;0;9;XXII MARZO
151460001992;Milano;157;76;0;0;1;6;XXII MARZO
151460001993;Milano;268;113;0;1;0;7;XXII MARZO
151460001994;Milano;255;137;0;0;0;8;XXII MARZO
151460001995;Milano;107;50;0;25;19;3;XXII MARZO
151460001996;Milano;61;30;0;23;12;2;XXII MARZO
151460001997;Milano;380;168;0;0;0;12;XXII MARZO
151460001998;Milano;120;59;0;1;0;5;XXII MARZO
151460001999;Milano;129;61;0;0;0;5;XXII MARZO
151460002000;Milano;295;132;0;0;0;10;XXII MARZO
151460002001;Milano;378;149;0;1;2;11;XXII MARZO
151460002002;Milano;197;89;1;0;2;6;XXII MARZO
151460002003;Milano;318;104;0;0;0;7;XXII MARZO
151460002004;Milano;308;136;1;1;5;16;XXII MARZO
151460002005;Milano;275;111;1;0;1;14;XXII MARZO
151460002006;Milano;240;105;0;0;0;8;XXII MARZO
151460002007;Milano;279;117;0;1;1;14;XXII MARZO
151460002008;Milano;339;109;0;0;0;4;XXII MARZO
